target_month,rmse,sse
2015-01-01,2.14925723902049,5792.610576070402
2015-02-01,1.480153775523836,2747.332419793623
2015-03-01,1.671970661107801,3505.539308072992
2015-04-01,1.563948189560447,3067.201160295268
2015-05-01,1.9337320058314449,4689.106615852636
2015-06-01,1.675975687339223,3522.3537087084355
2015-07-01,1.8597734900046503,4337.281822391593
2015-08-01,1.6587774242171038,3450.434349037782
2015-09-01,1.646512562616191,3399.5985380415823
2015-10-01,1.5422685529411315,2982.754730896479
2015-11-01,1.5722582323996692,3099.8829204830595
2015-12-01,2.134210490271603,5711.787438648835
2016-01-01,2.5033855383033874,7858.741698346722
2016-02-01,1.7335671866641031,3768.590009110831
2016-03-01,2.0716052253812416,5381.601455122889
2016-04-01,2.145578356918834,5772.79713304087
2016-05-01,1.966747439944495,4850.591747630395
