target_month,rmse,sse
1997-05-01,2.0870613119805492,5462.204449637327
1997-06-01,2.1201689347168116,5636.875854919726
1997-07-01,1.5566693608547484,3038.717251776009
1997-08-01,1.4823476068092467,2755.482451976029
1997-09-01,1.3949688382215655,2440.2063267499675
1997-10-01,1.6602052676778243,3456.377039654796
1997-11-01,1.7872208513632748,4005.474597920777
1997-12-01,2.40038334464706,7225.347612378793
1998-01-01,1.929161997415018,4666.969179386959
1998-02-01,2.4143483521412303,7309.663768720791
1998-03-01,1.9931686558915296,4981.792498698873
1998-04-01,2.3470429853638652,6907.79791203274
