lat,rmse
-60.0,0.6192159628133248
-59.0,0.5917700517736059
-58.0,0.5873036705832662
-57.0,0.6302497683186867
-56.0,0.7359191946953626
-55.0,0.8534868055573938
-54.0,0.8713394819713676
-53.0,1.0032301867933113
-52.0,1.0828394914267319
-51.0,1.260577085000743
-50.0,1.3521155185255251
-49.0,1.3129965363839626
-48.0,1.3163402678426774
-47.0,1.309569882600576
-46.0,1.3841141308315021
-45.0,1.3256705006499283
-44.0,1.3973721986162522
-43.0,1.3152034032396789
-42.0,1.3245222694739747
-41.0,1.28872027420634
-40.0,1.295263005508253
-39.0,1.2745832337494785
-38.0,1.3724430560383205
-37.0,1.528951138178919
-36.0,1.7065428055589769
-35.0,1.7360207688953362
-34.0,1.9860561231697444
-33.0,2.103359414841982
-32.0,2.023498450486708
-31.0,1.992326746498747
-30.0,1.8852911332072622
-29.0,1.853732161939011
-28.0,1.8831641242188741
-27.0,1.7587374654145524
-26.0,1.7160602088442989
-25.0,1.658437203926975
-24.0,1.7314647673252546
-23.0,1.6658263384711092
-22.0,1.5852985170636986
-21.0,1.511407448716753
-20.0,1.5592569964999097
-19.0,1.614526296804049
-18.0,1.5814160546292284
-17.0,1.782771468599714
-16.0,1.8704673320605112
-15.0,1.8114368974381994
-14.0,1.7894809482715566
-13.0,2.0017273838849405
-12.0,2.075378545865315
-11.0,1.870955626741599
-10.0,1.8048670254906223
-9.0,1.7582847331653266
-8.0,1.80939873209096
-7.0,1.9548170166766978
-6.0,1.945931011126634
-5.0,1.9172832887683946
-4.0,2.0644829170095504
-3.0,2.3234001033549667
-2.0,3.414060108323871
-1.0,2.315752947961099
0.0,2.3220680199109873
1.0,2.7804504136242327
2.0,3.5424742373164406
3.0,3.803646439170038
4.0,3.477391479260876
5.0,3.3898199027808227
6.0,3.23370376432577
7.0,2.679250001840059
8.0,2.3565935478417472
9.0,2.3363191167033435
10.0,1.8559328127686465
11.0,1.6727958552103026
12.0,1.3889421155785338
13.0,1.2543422976747014
14.0,1.1912371612228128
15.0,1.1379403597775635
