lon,rmse
-90.0,2.305437391775516
-88.0,1.7594815004177278
-86.0,1.4363860228728986
-84.0,1.675558808871099
-82.0,1.388114125209746
-80.0,1.5251979417305896
-78.0,1.780044797948798
-76.0,1.4779408003148273
-74.0,2.332292280984345
-72.0,1.9547991243094909
-70.0,1.5368611087253867
-68.0,1.5055312172108783
-66.0,1.3722701726046633
-64.0,1.4021201113332813
-62.0,1.4550236380489328
-60.0,1.7435398864684153
-58.0,1.9081182474699354
-56.0,2.160526912578595
-54.0,2.106297643601262
-52.0,1.9980621043970477
-50.0,2.2032275573786158
-48.0,2.0577079987767313
-46.0,2.1301588889810046
-44.0,2.164714391796091
-42.0,2.1308710231502994
-40.0,2.054227061329232
-38.0,2.02397156073311
-36.0,1.875586030383699
-34.0,1.9372218343218275
-32.0,1.9582859431152473
-30.0,1.7349819819570993
-28.0,1.8550613437158778
-26.0,1.5584514811251104
