lat,rmse
-60.0,0.5007486255449481
-59.0,0.5375486572215159
-58.0,0.5837314121542452
-57.0,0.6025505095645293
-56.0,0.6638878744218848
-55.0,0.7354206036550112
-54.0,0.7041888621550499
-53.0,0.7414263422224895
-52.0,0.7416957224893236
-51.0,0.8480894067501773
-50.0,0.9030908975852712
-49.0,0.9118814826465098
-48.0,0.9214355173317039
-47.0,0.9353194571644649
-46.0,0.9648803609466593
-45.0,0.9832091213797648
-44.0,1.0341099670256002
-43.0,1.0262444556246026
-42.0,1.1453782893071516
-41.0,1.175644710426549
-40.0,1.2298673452097444
-39.0,1.4081592731835624
-38.0,1.3479379619268712
-37.0,1.31602398624209
-36.0,1.266626433318727
-35.0,1.2791262194547839
-34.0,1.3011662784905984
-33.0,1.3470156326697929
-32.0,1.374728695966612
-31.0,1.493912204503739
-30.0,1.548459121216017
-29.0,1.6822324710271417
-28.0,1.7454678167194562
-27.0,1.7171411751561574
-26.0,1.62307702577502
-25.0,1.5932709825711437
-24.0,1.5475227751582263
-23.0,1.5726780867350059
-22.0,1.5030086542591186
-21.0,1.6413495422779951
-20.0,1.7956672804513816
-19.0,1.8142824533739073
-18.0,1.6910179557375733
-17.0,1.7109960460140687
-16.0,1.6408618878638719
-15.0,1.6386685173750943
-14.0,1.5914802178949385
-13.0,1.7979621347986299
-12.0,1.5699023927345377
-11.0,1.4110090000885556
-10.0,1.3979629293313212
-9.0,1.4899696719844966
-8.0,1.5478537538160586
-7.0,1.5654552231512815
-6.0,1.5922541191738468
-5.0,1.7966554837405821
-4.0,1.9819205078282276
-3.0,2.185597971858603
-2.0,2.882192529003927
-1.0,2.909122542795624
0.0,3.240409333658419
1.0,3.595154985673762
2.0,3.221090023468812
3.0,3.4086600722482836
4.0,3.387443215294554
5.0,3.633974676855775
6.0,3.657714878673535
7.0,3.438978994567244
8.0,2.8333785678132575
9.0,2.8011820749033993
10.0,2.4328044336748946
11.0,2.0200762237997543
12.0,1.5898146491960572
13.0,1.441397606096308
14.0,1.2424685539025435
15.0,1.0488312030353526
