lon,rmse
-90.0,1.615830223847349
-89.0,1.5228592736081996
-88.0,1.5196546949535346
-87.0,1.4504772553174903
-86.0,1.549788174614233
-85.0,1.5120406333906717
-84.0,1.7746290985024027
-83.0,1.5429313511105225
-82.0,1.566300413098674
-81.0,1.2876828950821628
-80.0,1.3648644900679237
-79.0,1.8888743219389967
-78.0,2.074624411661114
-77.0,2.1408704379306545
-76.0,1.2342240114997511
-75.0,1.5059448751027291
-74.0,1.6841744929901592
-73.0,1.7063593003217474
-72.0,1.7368385162674147
-71.0,1.655330945701546
-70.0,1.2696458542225992
-69.0,1.3329939354656892
-68.0,1.4293439467111928
-67.0,1.4456197277700136
-66.0,1.6146068240668539
-65.0,1.6510903549640195
-64.0,1.6067244472980442
-63.0,1.5720329541359193
-62.0,1.71060798836223
-61.0,1.7969083486769934
-60.0,1.7054061829002718
-59.0,1.7553580896681964
-58.0,1.8625544557935958
-57.0,1.9313078313064447
-56.0,1.993453174515581
-55.0,1.98916761628241
-54.0,2.0188440452401526
-53.0,2.029384820193554
-52.0,2.035801243143856
-51.0,2.0609293897382766
-50.0,2.152618071440217
-49.0,2.2988091310646492
-48.0,2.332598328089958
-47.0,2.128217072435218
-46.0,2.134336996909525
-45.0,2.1538130036486667
-44.0,2.0587988427482875
-43.0,2.151377443603495
-42.0,2.254821910057266
-41.0,2.2439089226643265
-40.0,2.2881958092046726
-39.0,2.2340062483064203
-38.0,2.1583027329766398
-37.0,2.262448876363346
-36.0,2.171669362782026
-35.0,2.005217844560991
-34.0,1.908972199097771
-33.0,1.8565971555783645
-32.0,1.9651516512326999
-31.0,1.891300412730881
-30.0,1.7175243952666657
-29.0,1.7916003570778796
-28.0,1.801934066597351
-27.0,1.7016368182847401
-26.0,1.680275345502958
-25.0,1.5719077571647364
