month,lat,lon,observed,predicted,squared_error
2015-07-01,4.0,-90.0,37.0121,7.175563,890.2189617030026
2015-12-01,2.0,-90.0,25.470734,2.89926,509.4714204068898
2015-01-01,-12.0,-74.0,29.960632,8.992281,439.67175892985324
2016-05-01,6.0,-84.0,32.9113,12.783159,405.1420763471433
2016-03-01,2.0,-28.0,26.018143,9.194726,283.02734979493925
2016-01-01,-12.0,-44.0,20.175934,3.6503818,273.09387004093657
2015-12-01,2.0,-84.0,20.044327,3.770931,264.82341010670103
2015-06-01,4.0,-90.0,23.176193,7.175328,256.0276954511685
2016-05-01,6.0,-36.0,23.220062,7.693363,241.07838389115932
2015-12-01,2.0,-86.0,17.902374,3.5203197,206.8434935778601
2015-10-01,6.0,-90.0,28.650284,14.469545,201.0933429616889
2016-04-01,-4.0,-34.0,23.5672,9.443903,199.46751074030544
2016-05-01,-50.0,-74.0,1.1425018,15.190396,197.34333926064664
2015-08-01,6.0,-82.0,30.406952,16.687983,188.21011989159524
2016-03-01,-6.0,-90.0,19.407272,5.8772163,183.06241535652953
2016-01-01,-12.0,-40.0,15.4953,2.0241191,181.47272169064996
2015-07-01,4.0,-88.0,22.474289,9.2061205,176.04429400170284
2015-06-01,4.0,-88.0,22.10617,8.868533,175.23504710658108
2016-03-01,8.0,-72.0,23.675919,10.641815,169.88785127387382
2016-04-01,-34.0,-70.0,14.976501,2.338501,159.7190563417971
2015-01-01,2.0,-32.0,24.360657,11.79311,157.94323368826008
2015-10-01,8.0,-88.0,24.61052,12.384778,149.4687524474657
2015-06-01,4.0,-32.0,20.76912,8.700575,145.64976364071845
2015-11-01,6.0,-78.0,10.126114,22.108685,143.58199933894502
2015-01-01,2.0,-36.0,23.68164,11.78077,141.63071444917387
2015-03-01,4.0,-90.0,19.292831,7.4081774,141.24500177183018
2015-12-01,4.0,-90.0,20.774841,8.8911915,141.22113318817355
2016-03-01,2.0,-40.0,22.350311,10.67951,136.20759977974012
2016-05-01,4.0,-32.0,23.788452,12.168439,135.02470762804387
2016-04-01,-32.0,-58.0,15.384674,3.7826133,134.6078146869388
