month,lat,lon,observed,predicted,squared_error
2015-07-01,4.0,-90.0,37.0121,11.594413,646.0588335813818
2015-12-01,2.0,-90.0,25.470734,4.5596886,437.2718061062187
2016-05-01,6.0,-84.0,32.9113,12.819162,403.69402108076974
2015-01-01,-12.0,-74.0,29.960632,10.65836,372.5777351155557
2016-03-01,2.0,-28.0,26.018143,9.572027,270.47471483456684
2016-01-01,-12.0,-44.0,20.175934,3.7829087,268.73127389101006
2016-04-01,-4.0,-34.0,23.5672,8.252655,234.53527868632227
2015-05-01,6.0,-32.0,18.188477,3.4526703,217.14398515174486
2015-08-01,6.0,-82.0,30.406952,15.925471,209.71328032327528
2016-03-01,-2.0,-50.0,23.633957,9.173874,209.0940005928278
2015-12-01,2.0,-84.0,20.044327,6.136386,193.43081909218108
2016-03-01,8.0,-72.0,23.675919,10.009645,186.76702091022526
2016-01-01,-12.0,-40.0,15.4953,1.9476289,183.53940137204495
2016-05-01,-50.0,-74.0,1.1425018,14.59863,181.06738399322148
2015-10-01,8.0,-88.0,24.61052,11.519644,171.3710246451992
2015-12-01,2.0,-86.0,17.902374,4.9810653,166.96022612600268
2015-01-01,2.0,-32.0,24.360657,11.602779,162.76343447390536
2016-04-01,-34.0,-70.0,14.976501,2.2715044,161.41695036278634
2016-03-01,-6.0,-90.0,19.407272,6.712743,161.15108007401523
2015-06-01,4.0,-32.0,20.76912,8.169906,158.74018334242373
2015-04-01,-2.0,-80.0,20.841599,8.406337,154.63573420355624
2015-01-01,2.0,-36.0,23.68164,11.585474,146.3172466742435
2015-06-01,4.0,-90.0,23.176193,11.097161,145.90301271081353
2016-04-01,-32.0,-58.0,15.384674,3.5940714,139.01831165244312
2015-07-01,-26.0,-54.0,16.126633,4.4414287,136.54399320130346
2015-01-01,2.0,-34.0,23.55194,12.025841,132.85098486818606
2016-05-01,4.0,-32.0,23.788452,12.323124,131.4537511132803
2016-01-01,-50.0,-74.0,9.4947815,20.916977,130.4665485455189
2015-05-01,2.0,-56.0,19.870758,8.581003,127.45856496945271
2016-05-01,4.0,-88.0,4.1122437,15.286842,124.87165596854175
