lon,rmse
-90.0,2.2750648937176234
-88.0,2.1637198446627433
-86.0,2.0796193070965368
-84.0,2.179617912143828
-82.0,1.9470413165459406
-80.0,3.47989683025115
-78.0,2.269453130531835
-76.0,1.5349500936514044
-74.0,2.196447371526792
-72.0,1.8339443470351646
-70.0,1.5309296788607583
-68.0,1.4415966736839658
-66.0,1.4084990734952991
-64.0,1.475742965528685
-62.0,1.5270662391736722
-60.0,1.6687976231831674
-58.0,2.012890895524397
-56.0,2.308224083084602
-54.0,2.256777484631397
-52.0,1.9708042363299632
-50.0,2.081377726125137
-48.0,1.9522309581963906
-46.0,1.972394091625533
-44.0,1.803370771865481
-42.0,1.8113321633308492
-40.0,1.7650711914121862
-38.0,1.8565171027673864
-36.0,1.8632280619820754
-34.0,1.8695403816464145
-32.0,1.7485767426611971
-30.0,1.682676827171187
-28.0,1.5718187621325435
-26.0,1.5761665776125053
