lat,lon,rmse,sse
4.0,-90.0,8.595980418464002,1256.1449490284815
2.0,-90.0,6.693856425274138,761.7311353171256
-50.0,-74.0,6.337563952246915,682.8001864299322
6.0,-84.0,5.958935316775334,603.65147186171
4.0,-88.0,5.840737443100376,579.9416359469901
-12.0,-74.0,5.584686216525083,530.2082423297692
2.0,-28.0,5.488808685577853,512.1593533768729
2.0,-32.0,5.406344429462014,496.88552152957425
6.0,-90.0,5.3053161726580065,478.4884547617322
2.0,-36.0,5.204613052337278,460.49594941751246
4.0,-78.0,5.18339527877992,456.74897247332547
2.0,-34.0,5.1333822856187785,447.97743273517943
6.0,-78.0,5.0948932418251935,441.28493147513245
-48.0,-74.0,4.9599333054965715,418.21595271456044
4.0,-32.0,4.851563992158998,400.1404438902339
6.0,-82.0,4.720401862167643,378.79729358604783
6.0,-28.0,4.636936682889791,365.5200906191926
6.0,-32.0,4.617087367369136,362.3974278846341
2.0,-84.0,4.417938145879588,331.80901683390556
-12.0,-44.0,4.41296918669834,331.0630497267331
4.0,-28.0,4.388798715587006,327.4464208209486
8.0,-72.0,4.381118835282249,326.3014382307031
2.0,-38.0,4.3105267096207776,315.87088874402014
2.0,-78.0,4.286869115902493,312.4131958869366
2.0,-86.0,4.27157213842263,310.18758507372405
-42.0,-72.0,4.266791707471958,309.49369507417487
4.0,-34.0,4.256544121946264,308.0088536552799
-34.0,-70.0,4.191107462141016,298.6114899066398
-46.0,-74.0,4.178844315720901,296.86657685555906
-52.0,-74.0,4.156199168939577,293.65785604219855
2.0,-88.0,4.108031859792818,286.8907379382382
-2.0,-80.0,4.0387297219363525,277.29274203648544
-2.0,-56.0,4.032162082279476,276.39162798213016
6.0,-36.0,3.9862567797614568,270.134132941301
8.0,-88.0,3.965053486356247,267.2680355443191
-4.0,-34.0,3.925333579713742,261.94014310448114
-16.0,-50.0,3.9122865187851508,260.2017586861566
-26.0,-54.0,3.8970029671805557,258.17274614563894
-32.0,-58.0,3.895592442822514,257.98588816979
2.0,-42.0,3.8942126842415687,257.8031713118347
-2.0,-50.0,3.821964070652425,248.32595907508693
2.0,-40.0,3.8217449490783344,248.2974857486979
-10.0,-48.0,3.8158458508330684,247.53155247443902
4.0,-30.0,3.801443781168459,245.666571963534
-12.0,-46.0,3.7830759773067624,243.2982854512838
6.0,-38.0,3.7750490983520555,242.26692681446735
4.0,-84.0,3.766474619667246,241.1676280301579
4.0,-86.0,3.753978540310515,239.57003297890174
-14.0,-50.0,3.7524595289311935,239.37619277653073
2.0,-26.0,3.70841305567438,233.78956565543527
6.0,-88.0,3.7067951925200178,233.58562018792173
2.0,-30.0,3.6932894326494687,231.886576166444
4.0,-40.0,3.6909612271802454,231.59431126931435
4.0,-50.0,3.6759053872766807,229.70876707556533
4.0,-26.0,3.669621695764321,228.9240976304116
6.0,-30.0,3.6411764846244066,225.38882526708977
