target_month,rmse,sse
2021-01-01,1.8910029941031519,4484.168973928685
2021-02-01,2.0443684317946023,5241.020625287576
2021-03-01,1.7952803467624392,4041.6815304332154
2021-04-01,1.987714606907698,4954.565735576838
2021-05-01,1.9884234322403438,4958.099993336616
2021-06-01,1.655093029389615,3435.1235016613523
2021-07-01,1.5363788578464863,2960.0168335264434
2021-08-01,1.3464950975024044,2273.563505687904
2021-09-01,1.2982164019810314,2113.4487462712086
2021-10-01,1.5323894166850394,2944.6645247578676
2021-11-01,1.885977191652367,4460.365099160919
2021-12-01,2.3439385115114493,6889.535873166122
2022-01-01,1.6182592788209627,3283.928919236638
2022-02-01,1.8327295121908629,4212.057420928619
2022-03-01,2.775183057100609,9657.857814524525
2022-04-01,1.821673082651816,4161.389996352945
2022-05-01,1.7111867981664701,3671.9129638068966
2022-06-01,1.6972202955460785,3612.218141443351
2022-07-01,1.448821915446561,2632.252518118515
2022-08-01,1.0821552150749059,1468.509126530325
2022-09-01,1.5096385837615418,2857.876851591269
2022-10-01,1.4300539923578857,2564.4982440076446
2022-11-01,2.4959039157298752,7811.838591120879
2022-12-01,1.661584100703881,3462.120601534754
