target_month,rmse,sse
2022-01-01,1.8947299728248381,18007.44837632279
2022-02-01,1.8963595239550441,18038.43609158053
2022-03-01,2.756665269549306,38117.604296230165
2022-04-01,1.8809723965979208,17746.894698324842
2022-05-01,1.7711002510008433,15734.169233061777
2022-06-01,1.9096948080645808,18293.02224790326
2022-07-01,1.3799606432572151,9551.925546725357
2022-08-01,1.216057361998228,7417.63826647317
2022-09-01,1.5006178024730006,11295.29860612007
2022-10-01,1.5002798915931665,11290.212201643919
2022-11-01,2.5586979582998026,32839.42717290681
2022-12-01,1.8712258839260985,17563.455324313843
