month,lat,lon,observed,predicted,squared_error
1998-03-01,-6.0,-80.0,40.63034,7.426086,1102.5225253497777
1997-12-01,-2.0,-80.0,34.851074,7.386522,754.3016386694674
1998-02-01,-6.0,-80.0,32.705307,11.4744,450.751430733726
1998-01-01,-6.0,-80.0,28.549194,7.745266,432.8034358422883
1997-07-01,2.0,-84.0,20.79773,3.4624171,300.5130548436284
1997-05-01,6.0,-30.0,24.085999,9.609684,209.56368279644812
1998-04-01,-28.0,-54.0,19.105911,5.0118995,198.64116815625152
1997-10-01,-28.0,-54.0,20.084381,6.1691475,193.63372647821961
1998-02-01,-6.0,-90.0,22.813797,9.023705,190.16665028320858
1997-06-01,4.0,-78.0,18.154144,31.595448,180.66863314378134
1998-01-01,-4.0,-86.0,17.055511,3.663105,179.35655088689236
1998-04-01,4.0,-26.0,22.27211,8.952608,177.409130246906
1998-01-01,-30.0,-60.0,18.688202,5.453375,175.1606468217542
1998-03-01,-2.0,-80.0,31.126022,17.927797,174.193143714514
1997-06-01,-34.0,-70.0,22.5811,9.450551,172.4113283559209
1997-05-01,6.0,-32.0,20.320892,7.492235,164.57444427913651
1998-01-01,-2.0,-80.0,32.360077,19.839659,156.76087107940475
1997-11-01,-2.0,-80.0,15.773773,3.2851384,155.9659997860286
1997-12-01,4.0,-82.0,2.6397705,15.054119,154.11605121930188
1998-03-01,-4.0,-80.0,27.370453,15.051903,151.74667680921266
1997-12-01,4.0,-78.0,8.899689,21.129452,149.56710379455762
1997-05-01,6.0,-28.0,22.064209,10.076181,143.71280508218115
1997-10-01,-30.0,-54.0,16.391754,4.4273334,143.14736497037325
1998-02-01,-26.0,-58.0,17.48085,5.661875,139.6881806548081
1997-12-01,0.0,-80.0,16.094208,4.332359,138.3410901708487
1998-02-01,-8.0,-88.0,15.3980255,3.6448102,138.13807019274486
1998-04-01,-2.0,-80.0,30.347824,18.662245,136.55276357487674
1998-01-01,-4.0,-90.0,15.449524,3.7649841,136.52847021911293
1998-01-01,-4.0,-88.0,15.392303,3.8404634,133.44500893146238
1998-01-01,-6.0,-84.0,12.893677,1.3531166,133.18452802885224
