month,lat,lon,observed,predicted,squared_error
2022-03-01,0.0,-48.0,36.1166,14.914304,449.5373665704037
2022-03-01,0.0,-42.0,29.129028,9.292341,393.4941546277296
2022-03-01,2.0,-46.0,29.84047,10.65037,368.2599271171821
2022-09-01,6.0,-90.0,31.570435,13.654444,320.98272740157336
2022-03-01,0.0,-40.0,25.30384,8.125679,295.08923668041825
2022-02-01,4.0,-28.0,23.387909,6.286399,292.46164591885554
2022-11-01,-20.0,-38.0,22.846222,5.9870224,284.2326085875393
2022-03-01,0.0,-50.0,34.35421,17.655043,278.86218689647285
2022-06-01,8.0,-84.0,30.519485,14.01164,272.5089755516465
2022-11-01,6.0,-40.0,31.349182,15.168016,261.8301232552076
2022-03-01,0.0,-26.0,21.777153,5.7929583,255.49448198348637
2022-03-01,0.0,-46.0,27.86827,12.213413,245.0745675877115
2021-12-01,4.0,-78.0,40.28511,24.66708,243.92287820125057
2021-05-01,4.0,-48.0,30.021667,14.447625,242.55079419298363
2021-02-01,-24.0,-38.0,19.005775,3.7637863,232.31823281408288
2022-11-01,6.0,-44.0,25.52414,11.056393,209.3156955770828
2022-03-01,-2.0,-52.0,26.824951,12.508063,204.97327786781625
2021-06-01,4.0,-36.0,24.913788,10.656854,203.2601718123633
2021-11-01,-16.0,-36.0,16.775131,2.7305162,197.25121134901116
2021-05-01,2.0,-32.0,24.709702,10.68974,196.55931645504552
2022-11-01,6.0,-42.0,26.49498,12.55184,194.4111538936013
2022-03-01,2.0,-48.0,24.837494,11.2756195,183.92443696060218
2022-06-01,8.0,-86.0,25.100708,11.812812,176.56818426090558
2021-03-01,-4.0,-90.0,18.3115,5.096024,174.64881946324772
2022-03-01,-2.0,-40.0,20.076752,6.9657497,171.8983726149636
2021-04-01,0.0,-32.0,22.062302,8.977474,171.21270869219734
2022-03-01,0.0,-44.0,23.298264,10.240349,170.50913719745586
2021-12-01,-8.0,-56.0,21.88301,8.887961,168.87131089989361
2021-11-01,6.0,-78.0,34.427643,21.457844,168.21568718332855
2021-06-01,4.0,-82.0,21.102905,8.183382,166.9140807265685
