lat,rmse
-60.0,0.6113785289740302
-58.0,0.5906965858265226
-56.0,0.7283594549194039
-54.0,0.8535368977678005
-52.0,1.0802018217017701
-50.0,1.4232427351064119
-48.0,1.273545565535071
-46.0,1.1985070388865
-44.0,1.3011598884412854
-42.0,1.4169809673883762
-40.0,1.3736945523365167
-38.0,1.4014234471415228
-36.0,1.6332308413992975
-34.0,1.9262948108950397
-32.0,2.0078668316913464
-30.0,1.867609522129647
-28.0,1.893961404545024
-26.0,1.7468852426762198
-24.0,1.6713458524133968
-22.0,1.5827701550087612
-20.0,1.519174982015827
-18.0,1.579115443988865
-16.0,1.8875636126288555
-14.0,1.824158498315192
-12.0,2.221222834885636
-10.0,1.7834540134720558
-8.0,1.7837877516551166
-6.0,1.9716020410583812
-4.0,2.18670041311248
-2.0,2.5333003032070027
0.0,2.6325902011285263
2.0,3.7862402686901406
4.0,3.7957025946322642
6.0,3.438852967774937
8.0,2.5567429219339703
10.0,1.8800745814434838
12.0,1.3289124334212252
14.0,1.177850098751084
