target_month,rmse,sse
2015-01-01,2.1051893118604506,5557.504836619433
2015-02-01,1.488535660855039,2778.5359707009834
2015-03-01,1.6440039371799122,3389.2471776106686
2015-04-01,1.555023286768835,3032.2941676812616
2015-05-01,1.93210156285847,4681.202627296978
2015-06-01,1.6839030347895008,3555.7539059389064
2015-07-01,1.8521409116121694,4301.754149410317
2015-08-01,1.6537786365198264,3429.6696583761577
2015-09-01,1.629389841440459,3329.2587142582624
2015-10-01,1.5359899784156716,2958.5185780968927
2015-11-01,1.57341969484078,3104.4645182855174
2015-12-01,2.14618031098352,5776.0367687756625
2016-01-01,2.5137163150094306,7923.737219280117
2016-02-01,1.7351182482509406,3775.3367106084197
2016-03-01,2.0931596594536916,5494.171969395226
2016-04-01,2.140032491770529,5742.992788555309
2016-05-01,1.9914204916895255,4973.057490700074
