target_month,rmse,sse
1997-05-01,2.1027091901734707,5544.417966803726
1997-06-01,2.140881208622309,5747.548926187878
1997-07-01,1.5406255298410196,2976.402887090195
1997-08-01,1.447838629592919,2628.6808184662436
1997-09-01,1.3934422312559698,2434.86828981691
1997-10-01,1.63829623613376,3365.7542548918764
1997-11-01,1.7479042989283706,3831.182475518198
1997-12-01,2.356047732669453,6960.904991945556
1998-01-01,1.8957654028470805,4506.78378414047
1998-02-01,2.4038735605852954,7246.374551482405
1998-03-01,2.0280377471170934,5157.6231280796455
1998-04-01,2.335281464705495,6838.738557323892
