month,lat,lon,observed,predicted,squared_error
1998-03-01,-6.0,-80.0,40.63034,7.1723857,1119.4347449913696
1997-12-01,-2.0,-80.0,34.851074,6.74529,789.9351176498394
1998-02-01,-6.0,-80.0,32.705307,10.985366,471.75584309123315
1998-01-01,-6.0,-80.0,28.549194,7.1787853,456.69438133336735
1997-07-01,2.0,-84.0,20.79773,2.8965313,320.4528951600019
1997-05-01,6.0,-30.0,24.085999,9.761666,205.18649404293774
1998-01-01,-2.0,-80.0,32.360077,18.11082,203.04130037328287
1998-02-01,-6.0,-90.0,22.813797,8.671072,200.01667016666397
1998-04-01,-28.0,-54.0,19.105911,4.992878,199.17770877668227
1998-01-01,-4.0,-86.0,17.055511,3.135508,193.76649505006048
1997-10-01,-28.0,-54.0,20.084381,6.2658734,190.95115426333018
1998-03-01,-2.0,-80.0,31.126022,17.72265,179.65037590157954
1997-06-01,4.0,-78.0,18.154144,31.468817,177.2805029858464
1997-06-01,-34.0,-70.0,22.5811,9.32653,175.68362607905874
1998-01-01,-30.0,-60.0,18.688202,5.467033,174.79930959179933
1997-11-01,-2.0,-80.0,15.773773,3.0374403,162.21417557077893
1998-04-01,4.0,-26.0,22.27211,9.569147,161.3652658129322
1997-12-01,4.0,-82.0,2.6397705,15.270275,159.52964665660693
1998-03-01,-4.0,-80.0,27.370453,14.763084,158.9457397191436
1998-01-01,-4.0,-90.0,15.449524,3.036954,154.07189399732397
1997-12-01,4.0,-78.0,8.899689,21.213709,151.63509242356304
1998-04-01,-2.0,-80.0,30.347824,18.090195,150.24947837367654
1997-12-01,0.0,-80.0,16.094208,3.8501203,149.91767767075004
1998-02-01,-8.0,-88.0,15.3980255,3.1804953,149.26804542308764
1997-05-01,6.0,-32.0,20.320892,8.175748,147.50453401707
1997-05-01,6.0,-28.0,22.064209,9.983993,145.93162845869756
1998-01-01,-4.0,-88.0,15.392303,3.328131,145.54425826254652
1998-02-01,-26.0,-58.0,17.48085,5.5175314,143.12099730305
1997-10-01,-30.0,-54.0,16.391754,4.4908934,141.6304874581774
1997-07-01,8.0,-46.0,20.273209,8.421405,140.46525283018946
