lon,rmse
-90.0,1.6877109128873282
-88.0,1.6256420408444765
-86.0,1.5423539978948761
-84.0,1.4733218533465247
-82.0,1.3418057819881362
-80.0,1.400524756405234
-78.0,1.8314555091116658
-76.0,1.2907988008132425
-74.0,1.8188601627936138
-72.0,1.6441309657135406
-70.0,1.2394532737370587
-68.0,1.415421376368458
-66.0,1.3946998706492515
-64.0,1.556456438252095
-62.0,1.6663304860775914
-60.0,1.6975083347578777
-58.0,1.7780617452513652
-56.0,2.042420028643166
-54.0,1.9825100616920046
-52.0,1.9638776197887569
-50.0,2.102516998016954
-48.0,2.2054468639333695
-46.0,2.070806624796251
-44.0,1.9533830836762742
-42.0,2.19561362450426
-40.0,2.233195230002356
-38.0,2.1660228380309485
-36.0,2.190480602546843
-34.0,2.040293270147847
-32.0,1.9702971113118628
-30.0,1.7508723314882848
-28.0,1.8800967781459987
-26.0,1.6754405152146465
