lon,rmse
-90.0,2.3315626105537617
-88.0,1.7392985970345562
-86.0,1.4911868429516775
-84.0,1.6949641421506778
-82.0,1.4328718949921497
-80.0,1.5188180574728845
-78.0,1.7508051400390046
-76.0,1.4912443063779819
-74.0,2.3458513379796333
-72.0,1.943056269372599
-70.0,1.5274689441029743
-68.0,1.4985099609582757
-66.0,1.3684454005096038
-64.0,1.3870957538963768
-62.0,1.4513984875038475
-60.0,1.7466332610599604
-58.0,1.9132804591335923
-56.0,2.158691323462067
-54.0,2.1181999219024976
-52.0,2.0186272521467155
-50.0,2.1996829053575273
-48.0,2.0645234509372767
-46.0,2.126344838582521
-44.0,2.1776701629133504
-42.0,2.141640389722048
-40.0,2.061810038442508
-38.0,2.0458159292960985
-36.0,1.893218761101232
-34.0,1.9449051879665693
-32.0,1.9841147740025675
-30.0,1.7529081493462042
-28.0,1.8378639518965993
-26.0,1.5568599892411652
