target_month,rmse,sse
2015-01-01,2.192957550282284,6030.564772944455
2015-02-01,1.4971165016703931,2810.6627057455403
2015-03-01,1.6509353809551104,3417.886890640102
2015-04-01,1.5677700002968025,3082.210078383618
2015-05-01,1.9148909106213257,4598.176228273533
2015-06-01,1.672068624814103,3505.950111554008
2015-07-01,1.856525492333505,4322.145377219941
2015-08-01,1.640538202166956,3374.972453332562
2015-09-01,1.6394317926443613,3370.4216998273123
2015-10-01,1.5282984529870802,2928.9629863989894
2015-11-01,1.5980269716141797,3202.3275133160087
2015-12-01,2.0977262062697535,5518.1708665344995
2016-01-01,2.4478595431283052,7513.98849397693
2016-02-01,1.6986294564044973,3618.218905826958
2016-03-01,2.0756426391833847,5402.598626457591
2016-04-01,2.1428594656873394,5758.175748866031
2016-05-01,1.9692203818131035,4862.797455833774
