lon,rmse
-90.0,2.4173669146679577
-88.0,1.8601938645698664
-86.0,1.5435667910798843
-84.0,1.7883223342124035
-82.0,1.4828347766026702
-80.0,1.7843260437477708
-78.0,1.7275198967012082
-76.0,1.3975220324922062
-74.0,2.2758851968078533
-72.0,1.9263633691193287
-70.0,1.5204508486261472
-68.0,1.5443070588100718
-66.0,1.4356578590940665
-64.0,1.4498739363317896
-62.0,1.475082423516178
-60.0,1.7548535369711216
-58.0,1.896051578978921
-56.0,2.188172462131721
-54.0,2.1334800273900556
-52.0,1.9793377513361181
-50.0,2.1799330990342622
-48.0,2.008099498574079
-46.0,2.075059550305678
-44.0,2.0927868864386467
-42.0,2.0350219648842245
-40.0,2.0243873633891525
-38.0,2.0430002383609347
-36.0,1.8905928785277328
-34.0,1.9110705574407565
-32.0,1.9472963200432243
-30.0,1.7244445734067142
-28.0,1.8813401003772912
-26.0,1.5864328479822705
