lat,rmse
-60.0,0.6290814564126083
-58.0,0.7084073254459795
-56.0,0.7562077801004581
-54.0,0.8578101283613437
-52.0,1.050487771254687
-50.0,1.2156278254191448
-48.0,1.149034452511113
-46.0,1.1373585784316365
-44.0,1.1122781502088017
-42.0,1.1933818913813723
-40.0,1.2878572466544798
-38.0,1.5142004853042421
-36.0,1.5579432668273645
-34.0,2.2281880918008485
-32.0,2.348183417808224
-30.0,2.4596470351143855
-28.0,2.3614835158255407
-26.0,2.013003574389485
-24.0,1.616671996764281
-22.0,1.3892153553147948
-20.0,1.1308335400473666
-18.0,1.0921310027459536
-16.0,1.3227026451343733
-14.0,1.0638342563716463
-12.0,1.3159270425301866
-10.0,1.3676062273655745
-8.0,1.818904306492598
-6.0,3.208422611786304
-4.0,2.5615858453662392
-2.0,3.4149322271962226
0.0,2.973434040113428
2.0,3.2673738872264892
4.0,3.5229872333438985
6.0,3.4024814069093354
8.0,2.4445269828900247
10.0,2.1823879788818843
12.0,1.7245831369188054
14.0,1.372033486972458
