target_month,rmse,sse
1997-05-01,2.0476143698580382,5257.6766579920095
1997-06-01,2.1252149930226154,5663.739613276417
1997-07-01,1.573613038453753,3105.227525468733
1997-08-01,1.475469415244112,2729.970534132285
1997-09-01,1.389318168020122,2420.4770348764487
1997-10-01,1.6710664785722489,3501.7488224630515
1997-11-01,1.8098366784804272,4107.488038677424
1997-12-01,2.3886586399124323,7154.935382927502
1998-01-01,1.9738729817696314,4885.802883392811
1998-02-01,2.415899272855472,7319.057897915831
1998-03-01,1.9837592149078929,4934.866980905902
1998-04-01,2.386153725580327,7139.936921034497
