lon,rmse
-90.0,2.5316586361329176
-88.0,1.8213635793021554
-86.0,1.5313195940109579
-84.0,1.7196557922895321
-82.0,1.4513193411125689
-80.0,1.6328690849466794
-78.0,1.9659698118585645
-76.0,1.5268554359027025
-74.0,2.400526058162053
-72.0,1.973039488650721
-70.0,1.5543920467707657
-68.0,1.5140435213051726
-66.0,1.3873266002683262
-64.0,1.4063917036880826
-62.0,1.496465312763518
-60.0,1.7748027536169304
-58.0,1.9399426052664694
-56.0,2.202934356943365
-54.0,2.1560430720412196
-52.0,2.063922566876985
-50.0,2.267520539297233
-48.0,2.163462035382602
-46.0,2.210584759188145
-44.0,2.296526894214982
-42.0,2.269506698930996
-40.0,2.1761824795553966
-38.0,2.071370025902674
-36.0,1.982564546598101
-34.0,1.9700407740656303
-32.0,2.0011190209412764
-30.0,1.7097431855840992
-28.0,1.8513041517309983
-26.0,1.561227367120436
