month,lat,lon,observed,predicted,squared_error
2015-07-01,4.0,-90.0,37.0121,12.540285,598.86973474146
2015-12-01,2.0,-90.0,25.470734,4.924905,422.1310818709471
2016-05-01,6.0,-84.0,32.9113,13.321471,383.7614176796933
2015-01-01,-12.0,-74.0,29.960632,11.527078,339.7959370106846
2016-03-01,2.0,-28.0,26.018143,9.641879,268.1820101015992
2016-01-01,-12.0,-44.0,20.175934,4.1300554,257.47021395939464
2016-04-01,-4.0,-34.0,23.5672,7.551009,256.5183590570532
2015-05-01,6.0,-32.0,18.188477,3.3654299,219.72271300390366
2016-03-01,-2.0,-50.0,23.633957,9.103819,211.1249107566582
2015-08-01,6.0,-82.0,30.406952,16.489578,193.69328951486386
2016-03-01,8.0,-72.0,23.675919,9.998184,187.08041763305664
2015-12-01,2.0,-84.0,20.044327,6.4264135,185.44756117979796
2015-10-01,8.0,-88.0,24.61052,11.070749,183.3253750742042
2016-01-01,-12.0,-40.0,15.4953,2.003618,182.02549104211636
2016-05-01,-50.0,-74.0,1.1425018,14.610006,181.37367749368786
2015-06-01,4.0,-32.0,20.76912,7.6100636,173.1607471746429
2016-04-01,-34.0,-70.0,14.976501,2.2204401,162.71710028572676
2016-01-01,-50.0,-74.0,9.4947815,22.144249,160.00902723061154
2016-03-01,-6.0,-90.0,19.407272,6.7697067,159.70806461764732
2015-01-01,2.0,-32.0,24.360657,11.823765,157.17365944643097
2015-04-01,-2.0,-80.0,20.841599,8.580419,150.33653312897604
2015-01-01,2.0,-36.0,23.68164,11.431595,150.06362152309157
2015-12-01,2.0,-86.0,17.902374,5.6719527,149.58321112244653
2015-06-01,4.0,-34.0,19.683838,7.685076,143.97028122710458
2016-04-01,-32.0,-58.0,15.384674,3.4374251,142.73675713157195
2015-07-01,-26.0,-54.0,16.126633,4.26677,140.65634573949524
2015-06-01,4.0,-90.0,23.176193,11.38131,139.11925966072977
2016-03-01,2.0,-42.0,20.72525,8.978604,137.983690544389
2016-03-01,2.0,-38.0,21.70372,10.178892,132.82165944198277
2016-03-01,2.0,-40.0,22.350311,10.916345,130.73559304820174
