lat,rmse
-60.0,0.6201720279065784
-58.0,0.5926581125719977
-56.0,0.7314995771554778
-54.0,0.8523980000502032
-52.0,1.0627074814187512
-50.0,1.4210257742516703
-48.0,1.2654369482337542
-46.0,1.2035258991325655
-44.0,1.2727825982242191
-42.0,1.3879910325707725
-40.0,1.3477248058085833
-38.0,1.4137174287094654
-36.0,1.655092306306453
-34.0,1.9454021043242686
-32.0,2.0436997611683405
-30.0,1.9027893848951651
-28.0,1.9041182878218708
-26.0,1.7430909901661573
-24.0,1.686946107995984
-22.0,1.5792701118405048
-20.0,1.5516794945535417
-18.0,1.5914092894865128
-16.0,1.9088938502164245
-14.0,1.8189955382436438
-12.0,2.1666683931814426
-10.0,1.7789705546950096
-8.0,1.7620712148977016
-6.0,1.9371152048747946
-4.0,2.081008246104184
-2.0,2.387571400695236
0.0,2.2209506658373788
2.0,3.5250179656009015
4.0,3.5204658746525337
6.0,3.2144567427971085
8.0,2.3856046439904417
10.0,1.8328680570838942
12.0,1.2921187030128671
14.0,1.167928450923138
