target_month,rmse,sse
2015-01-01,2.1557307472510083,5827.557518522812
2015-02-01,1.4842275157536544,2762.4758734244115
2015-03-01,1.6568754468250533,3442.526252849817
2015-04-01,1.556305675436454,3037.297543666229
2015-05-01,1.9284561464621635,4663.554658469932
2015-06-01,1.6880616731114702,3573.3384741337813
2015-07-01,1.8399102079921408,4245.128045135998
2015-08-01,1.6521973960660754,3423.11431940167
2015-09-01,1.6302300984414086,3332.693318025813
2015-10-01,1.524302229931113,2913.665599368897
2015-11-01,1.5727412602654782,3101.7878999637715
2015-12-01,2.0919543607701123,5487.846401621542
2016-01-01,2.4880143395952095,7762.530053955357
2016-02-01,1.7049851229942516,3645.345734118181
2016-03-01,2.108232212596723,5573.582400037015
2016-04-01,2.1386640642771035,5735.650510707143
2016-05-01,1.9779496081403762,4906.004954037706
