lat,rmse
-60.0,0.6215208696808059
-58.0,0.5927031957257195
-56.0,0.733885719090306
-54.0,0.8526768666008543
-52.0,1.0721614944201874
-50.0,1.3924007783380195
-48.0,1.2586070674580494
-46.0,1.2063384060600428
-44.0,1.2723589049850972
-42.0,1.3889677733721268
-40.0,1.3545839371237525
-38.0,1.4135823676227945
-36.0,1.6525572630608982
-34.0,1.9382248456104483
-32.0,2.0279859789930708
-30.0,1.8822068633428464
-28.0,1.8873611547128741
-26.0,1.7320802621710882
-24.0,1.6858610598118997
-22.0,1.5873440030504602
-20.0,1.5163844995356712
-18.0,1.5514473790983088
-16.0,1.866664855447526
-14.0,1.8043656526226355
-12.0,2.186832071570542
-10.0,1.7785942852279943
-8.0,1.777747772598616
-6.0,1.9610325699942486
-4.0,2.094156621070695
-2.0,2.3910561928433927
0.0,2.262842142306342
2.0,3.5803574949752757
4.0,3.4975793056522364
6.0,3.2428031227232803
8.0,2.3863447200836925
10.0,1.8243939928171942
12.0,1.3201892261560404
14.0,1.1680056866990822
