lat,lon,rmse,sse
-6.0,-80.0,12.93078740414148,2006.4631546932474
-2.0,-80.0,12.038304463591587,1739.0492922975493
4.0,-78.0,7.662498046952636,704.5665158346355
-28.0,-54.0,6.665850155312386,533.2026995169379
2.0,-84.0,6.38153800359644,488.6883274961477
6.0,-78.0,6.242952078005949,467.6934077793456
-4.0,-80.0,5.817725382334201,406.1511434910675
2.0,-78.0,5.647378824922319,382.7146511061719
-28.0,-56.0,5.61540936273659,378.393867733317
0.0,-80.0,5.592231901948148,375.27669174199923
-50.0,-74.0,5.38502451001353,347.98186768135747
4.0,-88.0,5.358537440104664,344.56708196404134
4.0,-82.0,5.339885281119464,342.1724977861956
-30.0,-54.0,5.1814226000781956,322.16568192721303
6.0,-32.0,5.161237470660669,319.6604667426209
-26.0,-58.0,5.154058860253216,318.7718728194562
-30.0,-56.0,5.031509084684493,303.793004031151
4.0,-26.0,4.977115388682531,297.2601311071255
-30.0,-60.0,4.900835568157508,288.2182711934127
6.0,-30.0,4.885536097503274,286.4215555200902
6.0,-90.0,4.881933573768587,285.9993050242672
-34.0,-70.0,4.87591915587287,285.295051375296
-26.0,-54.0,4.856669936058727,283.0469144138001
-6.0,-84.0,4.8222985815841914,279.0547633193869
4.0,-86.0,4.814734018005911,278.1799639697202
-4.0,-90.0,4.804601243336229,277.0103172896165
2.0,-86.0,4.77573033077057,273.6912023069038
-16.0,-68.0,4.704164086155898,265.5499169937475
0.0,-34.0,4.696979270152086,264.7393711708611
4.0,-90.0,4.685668705028047,263.46589455935055
-6.0,-90.0,4.658810779652912,260.454214567322
4.0,-84.0,4.643702502358339,258.76767516490924
-48.0,-74.0,4.600143285239985,253.93581893686223
-32.0,-56.0,4.536751538267776,246.98537423970038
-28.0,-52.0,4.53370446243948,246.6537138329238
6.0,-86.0,4.4878356416792595,241.68802496072027
2.0,-88.0,4.3783836783974275,230.04292362308388
-4.0,-86.0,4.369534294814189,229.11395944268793
6.0,-80.0,4.36063198449823,228.18133565074766
-52.0,-74.0,4.256037298778139,217.3662418630886
-30.0,-52.0,4.233741744509862,215.0948299104649
2.0,-90.0,4.225341402624263,214.24211962476926
6.0,-88.0,4.118777694787685,203.57195638896667
-30.0,-58.0,4.1068072351724565,202.39038800237802
2.0,-82.0,4.1067737016303125,202.38708283682803
6.0,-34.0,4.096554581153645,201.38111323645097
2.0,-80.0,4.056366140748143,197.44927521369578
6.0,-28.0,4.035213203727868,195.39534719447673
8.0,-46.0,4.031078499501265,194.99512642969648
-24.0,-56.0,3.9684750891652043,188.9855343998973
4.0,-80.0,3.9601703449033825,188.1953899278261
-8.0,-88.0,3.956908720049414,187.8855194256371
0.0,-90.0,3.946316855666831,186.88100070384172
4.0,-38.0,3.882883574530576,180.9214182403121
6.0,-40.0,3.8582937863080233,178.63717129755724
2.0,-28.0,3.829807068828208,176.00906621335815
-30.0,-50.0,3.8282475204094815,175.86574893025613
6.0,-74.0,3.803689259378276,173.6166237829159
6.0,-84.0,3.7785657879811954,171.33071296922344
4.0,-42.0,3.7706354820649923,170.61230326328996
-42.0,-72.0,3.7634261843677,169.96051974221314
-32.0,-54.0,3.7557482140191003,169.26773576529195
-26.0,-56.0,3.7126979673530562,165.4095143614502
-4.0,-84.0,3.7076084578004163,164.95632571623818
-46.0,-74.0,3.7075421555924737,164.95042602594344
4.0,-36.0,3.695378718241407,163.86988645477805
0.0,-88.0,3.686392138523689,163.0738439876311
2.0,-36.0,3.6846774475447597,162.9221747093396
-2.0,-44.0,3.683369306657015,162.80651339067572
8.0,-26.0,3.6693895035927895,161.57303194892324
-2.0,-90.0,3.6638551717085392,161.0860166310649
6.0,-38.0,3.659535665974051,160.70641548643368
10.0,-72.0,3.6503758473368815,159.90292592184545
-4.0,-88.0,3.6390035619881766,158.90816308995164
-32.0,-58.0,3.6372288959070875,158.75320849465788
6.0,-82.0,3.5926596229599377,154.88643799735968
-32.0,-50.0,3.56115980670832,152.1823100269781
-26.0,-52.0,3.556972364524501,151.82462882389223
10.0,-88.0,3.5552950794265987,151.6814772215398
8.0,-84.0,3.5552362291126145,151.67645573753862
0.0,-36.0,3.5521224843464387,151.4108897255942
8.0,-78.0,3.5443652082604085,150.75029675432216
8.0,-72.0,3.5436347053635053,150.68816310068036
4.0,-40.0,3.510180119695797,147.8563736724912
-2.0,-88.0,3.480837636455377,145.3947678163711
2.0,-50.0,3.471612062564799,144.62508375534503
-40.0,-72.0,3.468345833603742,144.35307385771722
0.0,-42.0,3.4638697928903937,143.98072730518248
-2.0,-82.0,3.4528088553996765,143.0626679031171
10.0,-30.0,3.417532870618472,140.1543710610928
8.0,-82.0,3.415198551780323,139.96297377698897
0.0,-60.0,3.413284415231342,139.80612599113397
-2.0,-56.0,3.4016868188510423,138.8576785625391
0.0,-86.0,3.3934358553956545,138.18488285621805
6.0,-76.0,3.3802390673980978,137.11219383317234
4.0,-50.0,3.3657236946251508,135.9371518627341
-28.0,-58.0,3.3610567781135625,135.56043198843747
6.0,-36.0,3.354629408289126,135.04246160349902
4.0,-48.0,3.3388403717149484,133.7742603335234
-32.0,-32.0,3.331313189357128,133.17177078701712
8.0,-90.0,3.3183835779779134,132.14003484712197
8.0,-88.0,3.312743270017753,131.69121567657498
-28.0,-36.0,3.306586714885905,131.20218843671955
-32.0,-52.0,3.2672614511514384,128.09996868216246
10.0,-84.0,3.257291057933665,127.31934043313538
-38.0,-72.0,3.2499966544173287,126.74973904468597
0.0,-58.0,3.2489247181795906,126.66614189277999
0.0,-32.0,3.24331238046995,126.22890236771585
-6.0,-86.0,3.219084559226425,124.35006479339981
0.0,-82.0,3.208050827384567,123.49908133299368
-8.0,-90.0,3.1951526209092593,122.50800325083972
-32.0,-70.0,3.169485413575497,120.54765344241407
8.0,-86.0,3.119439678829532,116.77084691827312
2.0,-38.0,3.11812813364491,116.67267669393466
-2.0,-86.0,3.1097067211642817,116.0433106998517
-34.0,-50.0,3.1082789313734147,115.93677498263827
-6.0,-82.0,3.105967263016542,115.76439166716563
2.0,-32.0,3.077393193288861,113.64418639320738
2.0,-26.0,3.069429194328408,113.05674694794648
0.0,-48.0,3.0648518876314195,112.7198051174145
4.0,-46.0,3.0623187702920807,112.53355501059843
10.0,-86.0,3.0565350954588535,112.10888147725994
0.0,-46.0,3.053462864091784,111.88362554865121
2.0,-34.0,3.047802290490592,111.46918562303638
0.0,-84.0,3.0359630442924366,110.6048592757128
-26.0,-50.0,3.034530797787412,110.50052595264367
0.0,-44.0,2.9998106296504408,107.98636576516529
0.0,-40.0,2.9992966254399276,107.94936296850403
4.0,-34.0,2.9992709642537596,107.94751580418813
-12.0,-74.0,2.9928596277229578,107.48650501504801
-32.0,-34.0,2.9908037632999283,107.33888580682816
4.0,-28.0,2.972793813658828,106.05003670233839
-34.0,-48.0,2.9677920327886382,105.69347459860461
-2.0,-34.0,2.9579818136609997,104.99587691939058
-30.0,-38.0,2.9414825268423286,103.82783346862476
-12.0,-76.0,2.9361589669478843,103.45235375026161
2.0,-30.0,2.925386134132551,102.69460840529989
-38.0,-74.0,2.9102799319829904,101.63675139003503
-4.0,-44.0,2.90979081465855,101.60259102085521
8.0,-80.0,2.9066660611255473,101.38449109078923
8.0,-44.0,2.9043739733354874,101.22465812386281
4.0,-44.0,2.9019115986874784,101.05309111916301
-2.0,-36.0,2.8921923842219504,100.37732144821739
-2.0,-78.0,2.891212463018685,100.30931407577486
-28.0,-38.0,2.8798851535106675,99.52486196893392
12.0,-88.0,2.8757687185141236,99.24054866861238
-2.0,-42.0,2.875392952504836,99.21461557577373
-34.0,-52.0,2.868927770857383,98.76895865276056
4.0,-62.0,2.8671935512030604,98.649586320725
0.0,-50.0,2.865445452629312,98.52933170392804
-4.0,-42.0,2.8630970968139833,98.3678998294159
0.0,-64.0,2.850172411920293,97.48179333205849
6.0,-48.0,2.8331312215404765,96.31959022160919
-32.0,-48.0,2.8280992359041024,95.97774345745643
-34.0,-56.0,2.8050505363770273,94.41970213954858
-30.0,-70.0,2.801948187794171,94.21096376499648
-44.0,-74.0,2.789531832447817,93.37785413087613
2.0,-48.0,2.787831721482258,93.26406848763277
-4.0,-82.0,2.777084099836189,92.54635317075571
