lon,rmse
-90.0,2.2971503993345377
-88.0,1.7778574696404508
-86.0,1.4699764731286038
-84.0,1.6764629923389291
-82.0,1.3655680744097125
-80.0,1.5452610525307833
-78.0,1.759634084334989
-76.0,1.4449227692966915
-74.0,2.3050169707309425
-72.0,1.9836308847646977
-70.0,1.552970766721306
-68.0,1.496067010854448
-66.0,1.3784066468316858
-64.0,1.3959444949898179
-62.0,1.4604954695596468
-60.0,1.7446373792313354
-58.0,1.9258136019234722
-56.0,2.182905393223779
-54.0,2.1040774469439523
-52.0,1.9806818278090084
-50.0,2.1869422846052093
-48.0,2.047822107265356
-46.0,2.1405930636236365
-44.0,2.172405124587618
-42.0,2.138793996232659
-40.0,2.0433352418063127
-38.0,2.0186415936433755
-36.0,1.878029774003697
-34.0,1.975848334250759
-32.0,1.9342469089994445
-30.0,1.7252637470543768
-28.0,1.8546315547454655
-26.0,1.5868425634013057
