lat,rmse
-60.0,0.5538044313506589
-58.0,0.5812322044210899
-56.0,0.6386395637819616
-54.0,0.7344367503288266
-52.0,0.8019059324305711
-50.0,1.0911683189630903
-48.0,1.0180298741067866
-46.0,0.9990749308276445
-44.0,0.9927084501720793
-42.0,1.1884618890774619
-40.0,1.2136980863252753
-38.0,1.386994168094684
-36.0,1.284672940468582
-34.0,1.3535237297999274
-32.0,1.380456638275901
-30.0,1.5338352076445958
-28.0,1.7324375216778174
-26.0,1.7188061574518534
-24.0,1.6763653718346403
-22.0,1.5665202584512656
-20.0,1.7228206022223898
-18.0,1.661142958102333
-16.0,1.8694123740643573
-14.0,1.6849551926591062
-12.0,1.7941024512978594
-10.0,1.6527544736804092
-8.0,1.6557894232905868
-6.0,1.5785022098323276
-4.0,1.9635211820372636
-2.0,2.378315296324809
0.0,2.7999984060441188
2.0,3.0893805054645798
4.0,3.8199333037216103
6.0,3.4639124120852385
8.0,2.7162515981504796
10.0,2.2906864719941766
12.0,1.6082681419418388
14.0,1.2882477212852441
