lat,rmse
-60.0,0.6233633269516906
-58.0,0.5951175086447845
-56.0,0.7353884127590808
-54.0,0.8537594495883387
-52.0,1.079379651480029
-50.0,1.4081814757063755
-48.0,1.2657813720421163
-46.0,1.1981245587323737
-44.0,1.2801890614080103
-42.0,1.3934644326475703
-40.0,1.3528888871884908
-38.0,1.405346218903185
-36.0,1.644460724143077
-34.0,1.9336463552106473
-32.0,2.0200419718186975
-30.0,1.8738968504990101
-28.0,1.8859206159998172
-26.0,1.73496179549144
-24.0,1.6861254938966703
-22.0,1.5909926183714191
-20.0,1.5215515665582617
-18.0,1.554821626153605
-16.0,1.8615662780553885
-14.0,1.7865454714525646
-12.0,2.1989428179708956
-10.0,1.783103461434121
-8.0,1.8050017880034464
-6.0,2.0017606757710102
-4.0,2.1302441190315027
-2.0,2.387349453159212
0.0,2.273794361308457
2.0,3.6208431160019883
4.0,3.5248622872464757
6.0,3.277404675397947
8.0,2.4301624201386915
10.0,1.8513428995390648
12.0,1.3420935420056392
14.0,1.1789025119286947
