month,lat,lon,observed,predicted,squared_error
2015-07-01,4.0,-90.0,37.0121,12.099289,620.6481658378616
2015-12-01,2.0,-90.0,25.470734,5.1780505,411.79298839308126
2016-05-01,6.0,-84.0,32.9113,13.033623,395.12207939109067
2015-01-01,-12.0,-74.0,29.960632,11.462058,342.1972495379314
2016-03-01,2.0,-28.0,26.018143,9.536725,271.6371279496898
2016-01-01,-12.0,-44.0,20.175934,3.7508216,269.7843123418918
2016-04-01,-4.0,-34.0,23.5672,8.22972,235.23828021567988
2015-05-01,6.0,-32.0,18.188477,3.5919333,213.05907666121584
2016-03-01,-2.0,-50.0,23.633957,9.322151,204.82778311293805
2015-08-01,6.0,-82.0,30.406952,16.417257,195.71155487079886
2015-12-01,2.0,-84.0,20.044327,6.384696,186.58551292166612
2016-01-01,-12.0,-40.0,15.4953,1.9380656,183.7986112166011
2016-03-01,8.0,-72.0,23.675919,10.198409,181.64326228475056
2016-05-01,-50.0,-74.0,1.1425018,14.595802,180.9912936995388
2015-10-01,8.0,-88.0,24.61052,11.488938,172.17588997539224
2015-01-01,2.0,-32.0,24.360657,11.499117,165.41920707386817
2015-06-01,4.0,-32.0,20.76912,7.9251504,164.96753628871943
2016-04-01,-34.0,-70.0,14.976501,2.210598,162.96829147941025
2015-06-01,4.0,-90.0,23.176193,10.582114,158.61082630253895
2015-12-01,2.0,-86.0,17.902374,5.4432783,155.22907201328144
2016-03-01,-6.0,-90.0,19.407272,7.016653,153.52744609120782
2016-01-01,-50.0,-74.0,9.4947815,21.510275,144.372081475889
2015-04-01,-2.0,-80.0,20.841599,8.931638,141.84716498948637
2016-04-01,-32.0,-58.0,15.384674,3.5753355,139.46047745241322
2015-01-01,2.0,-36.0,23.68164,11.874498,139.40860829333906
2015-07-01,-26.0,-54.0,16.126633,4.5011716,135.1513458232332
2015-09-01,6.0,-84.0,26.145935,14.572418,133.946292177774
2016-05-01,4.0,-32.0,23.788452,12.358764,130.637778148056
2015-06-01,4.0,-34.0,19.683838,8.32738,128.96913172506265
2015-05-01,6.0,-30.0,16.281128,5.2853885,120.90628627201318
