month,lat,lon,observed,predicted,squared_error
2015-07-01,4.0,-90.0,37.0121,12.29709,610.8317510838688
2015-12-01,2.0,-90.0,25.470734,4.917396,422.43968543101096
2016-05-01,6.0,-84.0,32.9113,12.783866,405.1136288317366
2015-01-01,-12.0,-74.0,29.960632,10.655726,372.67939147652305
2016-01-01,-12.0,-44.0,20.175934,3.6790142,272.14835734328153
2016-03-01,2.0,-28.0,26.018143,9.589941,269.8858102881095
2016-04-01,-4.0,-34.0,23.5672,8.24643,234.72597225016307
2015-05-01,6.0,-32.0,18.188477,3.6281905,212.00192971439014
2016-03-01,-2.0,-50.0,23.633957,9.451276,201.14844272135178
2015-08-01,6.0,-82.0,30.406952,16.505342,193.25474448781824
2016-01-01,-12.0,-40.0,15.4953,1.8414605,186.42734201000764
2015-12-01,2.0,-84.0,20.044327,6.4947343,183.591456779601
2016-05-01,-50.0,-74.0,1.1425018,14.6115675,181.41572992037345
2015-10-01,8.0,-88.0,24.61052,11.351411,175.8039593655567
2016-03-01,8.0,-72.0,23.675919,10.434144,175.3445934719357
2015-01-01,2.0,-32.0,24.360657,11.2269125,172.49523775666694
2016-04-01,-34.0,-70.0,14.976501,2.2731934,161.37403682246804
2015-06-01,4.0,-32.0,20.76912,8.2058115,157.83670192639784
2016-03-01,-6.0,-90.0,19.407272,6.920504,155.91938122174747
2015-04-01,-2.0,-80.0,20.841599,8.440991,153.77505667351306
2015-06-01,4.0,-90.0,23.176193,10.8046665,153.05467333764318
2015-01-01,2.0,-36.0,23.68164,11.634447,145.13487188233194
2015-12-01,2.0,-86.0,17.902374,5.884726,144.4238687411655
2016-01-01,-50.0,-74.0,9.4947815,21.3115,139.6348492289544
2016-04-01,-32.0,-58.0,15.384674,3.6150408,138.5242678552686
2015-07-01,-26.0,-54.0,16.126633,4.505577,135.04893332865322
2015-01-01,2.0,-34.0,23.55194,12.273939,127.19332426874098
2016-05-01,4.0,-32.0,23.788452,12.526202,126.83827385956192
2015-06-01,4.0,-34.0,19.683838,8.426533,126.72691913357994
2016-03-01,2.0,-38.0,21.70372,10.540474,124.61806471232558
