lat,rmse
-60.0,0.622886929255505
-58.0,0.7063752683945944
-56.0,0.7579505032936051
-54.0,0.8594702039171709
-52.0,1.0527581440507023
-50.0,1.2107713445124468
-48.0,1.1512886903669246
-46.0,1.1422044944624505
-44.0,1.1230896536251573
-42.0,1.2015952022353191
-40.0,1.2824722545837635
-38.0,1.5197901626721504
-36.0,1.5617697668548016
-34.0,2.2165321437248102
-32.0,2.335098202820738
-30.0,2.4424394911443925
-28.0,2.347245704131824
-26.0,1.9976767354373104
-24.0,1.596436994644616
-22.0,1.377173621497806
-20.0,1.1402662628597091
-18.0,1.1219132029432275
-16.0,1.3396120447486635
-14.0,1.1160845719931054
-12.0,1.3715053989103472
-10.0,1.4351422359692216
-8.0,1.8710393176268152
-6.0,3.1627002736006413
-4.0,2.5507043567965195
-2.0,3.3542572841255103
0.0,2.9578524927758485
2.0,3.2087955888571478
4.0,3.4903239746123487
6.0,3.4117968269379686
8.0,2.4859124241213464
10.0,2.182759798983733
12.0,1.703518146381799
14.0,1.3727962234157218
