lon,rmse
-90.0,2.3188220261553134
-88.0,1.7509462818840793
-86.0,1.4629653506630391
-84.0,1.7077021727071722
-82.0,1.4033389294103629
-80.0,1.5240327571610306
-78.0,1.7802305499286462
-76.0,1.4966461758055887
-74.0,2.333304048837792
-72.0,1.940341652896074
-70.0,1.541256724728006
-68.0,1.5106407801601818
-66.0,1.3749217917227041
-64.0,1.395791847426528
-62.0,1.45422615383576
-60.0,1.7462592653158209
-58.0,1.9148837443927134
-56.0,2.160651984156585
-54.0,2.1097136994894674
-52.0,2.008666791007935
-50.0,2.195642691021968
-48.0,2.0443162997650575
-46.0,2.1285318687316312
-44.0,2.178160611074689
-42.0,2.1480989036073312
-40.0,2.077415892510809
-38.0,2.0564164051258707
-36.0,1.8890433914040792
-34.0,1.9409252536335626
-32.0,1.9739207288451919
-30.0,1.7474762571358617
-28.0,1.8478816168974603
-26.0,1.5589178465184557
