target_month,rmse,sse
2015-01-01,2.1817924592686646,5969.313792493295
2015-02-01,1.502734809679447,2831.797732910794
2015-03-01,1.6477392019370884,3404.665774910743
2015-04-01,1.5621598258671163,3060.1905252276865
2015-05-01,1.9308454299275055,4675.1177491370045
2015-06-01,1.6705431528878751,3499.5558897783458
2015-07-01,1.8510906211100142,4296.876755402069
2015-08-01,1.6377637003263097,3363.5665023855836
2015-09-01,1.6487089322275725,3408.6743935815557
2015-10-01,1.5284786882420067,2929.653863914147
2015-11-01,1.6012847878292056,3215.3976665534633
2015-12-01,2.0876443312533337,5465.256602682981
2016-01-01,2.4563546419820557,7566.2323714922395
2016-02-01,1.7028186414063997,3636.0875222035056
2016-03-01,2.0754381956196526,5401.534404611547
2016-04-01,2.148679458848929,5789.496564766676
2016-05-01,1.9642016021808966,4838.042269248541
