month,lat,lon,observed,predicted,squared_error
2015-07-01,4.0,-90.0,37.0121,11.822247,634.5287278259784
2015-12-01,2.0,-90.0,25.470734,3.866729,466.73301568604126
2015-01-01,-12.0,-74.0,29.960632,9.393683,422.99938667209153
2016-05-01,6.0,-84.0,32.9113,12.490227,417.02025978366146
2016-03-01,2.0,-28.0,26.018143,9.401144,276.12464488137994
2016-01-01,-12.0,-44.0,20.175934,3.5627534,275.9977629677588
2016-04-01,-4.0,-34.0,23.5672,7.695341,251.91589531686986
2015-12-01,2.0,-84.0,20.044327,5.5740466,209.38900821104858
2015-05-01,6.0,-32.0,18.188477,3.780752,207.58252869439553
2015-08-01,6.0,-82.0,30.406952,16.10272,204.61104291596348
2016-01-01,-12.0,-40.0,15.4953,1.8912668,185.06972665706508
2016-03-01,-2.0,-50.0,23.633957,10.036357,184.8947253035376
2016-05-01,-50.0,-74.0,1.1425018,14.572794,180.37274668415557
2016-03-01,8.0,-72.0,23.675919,10.25422,180.14199251069022
2015-12-01,2.0,-86.0,17.902374,4.862554,170.03691069822366
2015-10-01,8.0,-88.0,24.61052,11.636758,168.31848897766122
2015-01-01,2.0,-32.0,24.360657,11.388589,168.2745438625725
2016-04-01,-34.0,-70.0,14.976501,2.2000718,163.23715468234354
2016-03-01,-6.0,-90.0,19.407272,6.641786,162.95763895350888
2015-01-01,2.0,-36.0,23.68164,11.099281,158.31576590571785
2015-06-01,4.0,-90.0,23.176193,11.385052,139.03101810907538
2015-01-01,2.0,-34.0,23.55194,11.813588,137.7889258838195
2016-04-01,-32.0,-58.0,15.384674,3.737705,135.65188874980782
2015-06-01,4.0,-32.0,20.76912,9.235493,133.02454154241423
2015-10-01,6.0,-90.0,28.650284,17.141138,132.4604355884694
2015-03-01,4.0,-90.0,19.292831,7.8318834,131.35332883905448
2015-07-01,-26.0,-54.0,16.126633,4.7378793,129.7037043284056
2016-03-01,-2.0,-56.0,20.89119,9.564116,128.30260655464735
2016-05-01,-48.0,-74.0,0.6504059,11.959786,127.90208800199707
2016-01-01,-50.0,-74.0,9.4947815,20.802788,127.87100617826218
