lat,rmse
-60.0,0.648920091774198
-58.0,0.6142832288840783
-56.0,0.76850361739914
-54.0,0.8714641264623826
-52.0,1.038836694138673
-50.0,1.3494555517723772
-48.0,1.18982020571199
-46.0,1.1552667605763625
-44.0,1.284486780890934
-42.0,1.3979812749077158
-40.0,1.3565814625640915
-38.0,1.3999284710040907
-36.0,1.6392137616819773
-34.0,1.927281737360863
-32.0,1.9672277592075296
-30.0,1.8417123019163784
-28.0,1.8346130469727635
-26.0,1.6674161376305083
-24.0,1.5755665906114076
-22.0,1.5702041638616926
-20.0,1.4769703778871606
-18.0,1.5327910359283827
-16.0,1.8542461390920095
-14.0,1.7826187786908305
-12.0,2.1949393906416717
-10.0,1.7442328728872518
-8.0,1.7197165314763332
-6.0,1.9659054457891023
-4.0,2.257261215850285
-2.0,2.5065460096795973
0.0,2.3828443089438607
2.0,3.742476965285834
4.0,3.6532657074725807
6.0,3.3538616289092302
8.0,2.3315430683631257
10.0,1.7202689255238133
12.0,1.1553192163487271
14.0,1.1142862207488633
