lat,rmse
-60.0,0.6214831843070555
-58.0,0.5961862053668007
-56.0,0.7353052846467165
-54.0,0.8539482343382976
-52.0,1.0768107403626754
-50.0,1.405919771800347
-48.0,1.2661396923146768
-46.0,1.1965873457604252
-44.0,1.2801944645608714
-42.0,1.3842573225165522
-40.0,1.3474082123055047
-38.0,1.4093493919795312
-36.0,1.6480575390933634
-34.0,1.9384938766993125
-32.0,2.026640735312076
-30.0,1.8808029041012653
-28.0,1.8907891982455263
-26.0,1.7367161464060061
-24.0,1.681632050551405
-22.0,1.5864907114664926
-20.0,1.5332200557379132
-18.0,1.5814010106228633
-16.0,1.8832572501345846
-14.0,1.8027587313264697
-12.0,2.1663894309859737
-10.0,1.7816315163497949
-8.0,1.787807674005402
-6.0,1.986394982445267
-4.0,2.1038651044592998
-2.0,2.3652503948426498
0.0,2.2805852599809553
2.0,3.591775884071388
4.0,3.5127902767763115
6.0,3.274719055509936
8.0,2.4002495150623306
10.0,1.846791858748717
12.0,1.3360472783939144
14.0,1.184245160416856
