lat,rmse
-60.0,0.48086380307083343
-58.0,0.5838489590416792
-56.0,0.6822316597679302
-54.0,0.7226311850538871
-52.0,0.7428899832042881
-50.0,0.9185751562851721
-48.0,0.8946344900265119
-46.0,0.9255472696467497
-44.0,0.9851259214583034
-42.0,1.2055724206149039
-40.0,1.319277093757069
-38.0,1.4368249941415736
-36.0,1.236548961737821
-34.0,1.3009775762698106
-32.0,1.3610132597955769
-30.0,1.5149997029188014
-28.0,1.7749790665194962
-26.0,1.656140609859481
-24.0,1.5737861133282074
-22.0,1.4664504414186328
-20.0,1.7202276648511687
-18.0,1.5733593522393055
-16.0,1.6810534029720394
-14.0,1.629138796268473
-12.0,1.6971222787558506
-10.0,1.510099445206172
-8.0,1.6737884350642735
-6.0,1.6466268970303832
-4.0,1.9371205674337968
-2.0,2.4904028266420553
0.0,3.115516200893222
2.0,3.1257945989076177
4.0,3.0452931741753844
6.0,3.5651364437719373
8.0,2.7737009133434065
10.0,2.4409878483665244
12.0,1.474155481554828
14.0,1.2296028331584403
