lon,rmse
-90.0,2.328056719827687
-88.0,2.21450891492895
-86.0,2.1303204978063572
-84.0,2.213298804218084
-82.0,2.001541163443447
-80.0,3.5830889887406756
-78.0,2.30032632057383
-76.0,1.521500754609418
-74.0,2.1660131230945425
-72.0,1.8216289332228837
-70.0,1.525164571243658
-68.0,1.4372780226668762
-66.0,1.4208274274281947
-64.0,1.467156570517181
-62.0,1.5375764816905286
-60.0,1.667707295096276
-58.0,2.020345099383619
-56.0,2.3075544071564362
-54.0,2.2623708606125983
-52.0,1.9785080460173732
-50.0,2.0674687768634494
-48.0,1.9261649941961532
-46.0,1.9463774374400953
-44.0,1.7978475898730706
-42.0,1.7960947046438371
-40.0,1.7554626821768764
-38.0,1.8412933891245469
-36.0,1.858174606755419
-34.0,1.86990511628879
-32.0,1.752290689323504
-30.0,1.6947253504365984
-28.0,1.576641284319191
-26.0,1.5792709853336364
