lat,lon,rmse,sse
3.0,-77.0,10.641970372279586,1359.018400853718
3.0,-78.0,8.96084952908495,963.5618913948238
-2.0,-79.0,8.891509928047833,948.7073856068782
1.0,-48.0,8.083687657636277,784.152073754653
1.0,-49.0,8.014087986999863,770.7072751605062
7.0,-82.0,7.922171554335984,753.1296256359626
4.0,-77.0,7.74353749757457,719.5484757161212
9.0,-84.0,7.279390517748277,635.8743157186025
-13.0,-71.0,6.724440960210966,542.6172747283558
0.0,-48.0,6.635153467367071,528.3031384261592
0.0,-49.0,6.629148788686118,527.3473639504635
5.0,-78.0,6.6091248301775884,524.1663722504393
3.0,-79.0,6.522929347558141,510.58328727882326
1.0,-47.0,6.390948084610949,490.13060904230827
4.0,-78.0,6.371832542801115,487.2029994419918
6.0,-78.0,6.31976123175307,479.27258431642895
1.0,-50.0,6.2651807191734745,471.0298733268367
7.0,-78.0,6.181053408377422,458.4650548465698
2.0,-45.0,6.010491573501536,433.5121074615956
2.0,-46.0,5.997101999618991,431.5827887260092
0.0,-50.0,5.923041117896792,420.988993011553
4.0,-28.0,5.897972933181232,417.4330166464611
5.0,-53.0,5.87823968570722,414.6444216314797
1.0,-45.0,5.82281865994154,406.8626057587607
6.0,-90.0,5.7633520039167525,398.5947158526149
0.0,-41.0,5.762107911997043,398.42265107398697
2.0,-48.0,5.703266455800211,390.32697919027083
6.0,-77.0,5.631587852534954,380.57738088983115
-19.0,-37.0,5.578031533691317,373.3732294902565
5.0,-28.0,5.565334089102867,371.67532227996526
6.0,-41.0,5.5174771775470175,365.3106528570264
6.0,-81.0,5.458640164021805,357.561029283264
7.0,-84.0,5.4577008930311575,357.43798845351716
7.0,-77.0,5.448866719748162,356.2817823549492
3.0,-29.0,5.446430482965141,355.96326006926284
1.0,-46.0,5.3916512828898435,348.8388426754524
8.0,-84.0,5.370990780371248,346.1705035539954
0.0,-42.0,5.347296518064184,343.12296062521614
6.0,-80.0,5.306852424182827,337.9521918246617
6.0,-85.0,5.306712763615309,337.9344042662115
5.0,-32.0,5.253740290072977,331.2214444264331
6.0,-40.0,5.2179370247852335,326.7224015354949
5.0,-79.0,5.173079028249247,321.12895959014605
0.0,-40.0,5.1464069630386025,317.8260555505465
5.0,-27.0,5.143732453739982,317.4958026678952
6.0,-89.0,5.126044537162495,315.31599116368153
5.0,-52.0,5.091411904032827,311.0697021183261
7.0,-83.0,5.087966990844177,310.6488971990394
-20.0,-38.0,5.081478069641164,309.85703246692907
5.0,-80.0,5.047634549297553,305.74337451914766
-18.0,-37.0,5.037847613675808,304.5589029434284
-19.0,-38.0,4.980740306731655,297.6932880372161
5.0,-31.0,4.979620702211411,297.55946805470967
6.0,-82.0,4.967912224860546,296.1618224870263
6.0,-43.0,4.908751128167687,289.1500516594504
3.0,-34.0,4.899205769867477,288.0266061060333
2.0,-78.0,4.874377927387166,285.1147221479905
-1.0,-48.0,4.869164759569309,284.50518546997984
5.0,-29.0,4.862967253811381,283.7814061397017
6.0,-42.0,4.8115825334720785,277.81591771696304
9.0,-81.0,4.7941626133342305,275.8079419571004
6.0,-88.0,4.7621127082876855,272.1326093572209
6.0,-44.0,4.743727870946674,270.0354493631551
1.0,-78.0,4.717263767986334,267.0309294810795
0.0,-47.0,4.617255406773013,255.82856989649548
9.0,-82.0,4.606808916855837,254.67226075706935
2.0,-49.0,4.600996131345345,254.02998480785794
1.0,-40.0,4.58817442212037,252.61613433359514
1.0,-79.0,4.523332765719519,245.52647171318154
2.0,-79.0,4.522686441224646,245.45631174764708
-12.0,-74.0,4.507902160993308,243.8541827170576
6.0,-87.0,4.506783519633866,243.73317231412102
6.0,-79.0,4.5022297354762735,243.24087109208108
0.0,-51.0,4.502170583667541,243.23447957329597
8.0,-36.0,4.485449654923029,241.43110328218944
3.0,-32.0,4.479308597824371,240.77046617452004
5.0,-30.0,4.453653403209271,238.02034363101035
-1.0,-42.0,4.43997529432668,236.56056737077546
8.0,-85.0,4.43520160156048,236.05215895781578
-21.0,-38.0,4.434201203453102,235.94568375245925
5.0,-84.0,4.424483138253681,234.9126124882937
6.0,-86.0,4.406362490466668,232.99236476869942
8.0,-31.0,4.4028068504947795,232.61649795316515
3.0,-26.0,4.393102176307347,231.59216077771623
3.0,-75.0,4.391903451193963,231.4657910953133
-21.0,-39.0,4.368120547484366,228.96572540826133
1.0,-29.0,4.33117389708703,225.10880792169667
5.0,-77.0,4.330305822625545,225.01858220957638
8.0,-83.0,4.324867219299686,224.453717574876
4.0,-27.0,4.324599820537217,224.42596329348635
1.0,-28.0,4.319183729614977,223.86417708204897
-20.0,-39.0,4.313973965765718,223.3244565276527
-1.0,-41.0,4.3120006104045645,223.120191169552
2.0,-47.0,4.302597367219063,222.14812925280495
7.0,-72.0,4.297894413035531,221.66275662722438
2.0,-77.0,4.2964999358433555,221.51894038442356
7.0,-85.0,4.291801549790636,221.0347265134236
2.0,-36.0,4.27671815629905,219.4838182610153
0.0,-46.0,4.268629383240137,218.65436173753292
-44.0,-73.0,4.242563483042392,215.99213889173757
2.0,-50.0,4.236652328525285,215.39067543358456
4.0,-55.0,4.236586349994724,215.38396681153938
4.0,-79.0,4.225240537960797,214.23189124352695
0.0,-26.0,4.212467350309785,212.93857412911126
8.0,-37.0,4.209264689167881,212.61491068170696
3.0,-27.0,4.205166359472193,212.20108933003934
6.0,-83.0,4.176583987056154,209.32624561120656
2.0,-33.0,4.169575905126924,208.62435874338007
2.0,-88.0,4.169489854809221,208.61574779228425
3.0,-33.0,4.16826487853425,208.49318517146583
5.0,-88.0,4.138966094388928,205.57248396601358
-1.0,-32.0,4.126653113286304,204.35119100874653
7.0,-86.0,4.107525246131089,202.4611637712511
5.0,-33.0,4.103256778907212,202.04059432377585
4.0,-88.0,4.093922678859954,201.1224348058064
10.0,-83.0,4.08551881986678,200.29756832982775
4.0,-56.0,4.066344427888543,198.42188407464243
6.0,-84.0,4.060928243588259,197.8936583948739
4.0,-34.0,4.056772540799064,197.48884137337546
-20.0,-37.0,4.055486267801633,197.36362641993134
7.0,-32.0,4.032907135879598,195.17207959954297
1.0,-44.0,4.029126250396238,194.80630009958452
1.0,-55.0,4.019858128021842,193.9111124330792
