month,lat,lon,observed,predicted,squared_error
2022-06-01,7.0,-82.0,41.27884,13.9506035,746.8324624422385
2022-10-01,3.0,-77.0,34.772873,56.34501,465.35704837931553
2022-03-01,1.0,-48.0,34.226418,14.014158,408.5354257113977
2022-04-01,3.0,-78.0,39.125443,19.028881,403.87178138551826
2022-03-01,0.0,-41.0,28.686523,8.633806,402.1114674586024
2022-06-01,-2.0,-79.0,41.423798,61.240925,392.7185315621464
2022-03-01,0.0,-42.0,29.129028,9.6586275,379.0965077114606
2022-06-01,8.0,-84.0,30.519485,11.181655,373.95169012982024
2022-03-01,1.0,-40.0,29.460907,10.204153,370.8225715935441
2022-10-01,9.0,-84.0,49.776077,30.588825,368.1506410259899
2022-03-01,2.0,-46.0,29.84047,10.778098,363.3739978240783
2022-03-01,2.0,-45.0,28.925896,10.291164,347.2532103520498
2022-03-01,0.0,-48.0,36.1166,17.551357,344.6682390100468
2022-11-01,-19.0,-37.0,23.797989,5.5875773,331.6190887699124
2022-03-01,1.0,-45.0,32.07779,13.94779,328.6968695693977
2022-11-01,-18.0,-37.0,23.586273,5.577387,324.3199871090801
2022-11-01,6.0,-40.0,31.349182,13.507106,318.3396867512138
2022-09-01,6.0,-90.0,31.570435,14.009449,308.38821402065514
2022-03-01,0.0,-50.0,34.35421,16.95292,302.80485838145614
2022-03-01,0.0,-40.0,25.30384,7.9333563,301.73372662696147
2022-03-01,-1.0,-32.0,23.330688,5.97714,301.1456464707501
2022-05-01,1.0,-49.0,32.37915,15.093737,298.7855282343844
2022-01-01,1.0,-49.0,27.321815,10.360143,287.69834359410106
2022-11-01,6.0,-43.0,26.021957,9.18968,283.32555903587854
2022-02-01,4.0,-28.0,23.387909,6.588778,282.2107995529134
2022-02-01,5.0,-53.0,23.513794,6.771161,280.3157552825078
2022-11-01,-20.0,-38.0,22.846222,6.145824,278.90329229933945
2022-03-01,1.0,-47.0,30.529976,14.032226,272.1757643767205
2022-11-01,-19.0,-38.0,22.117615,5.6842766,270.0546032545535
2022-10-01,7.0,-78.0,38.47885,22.121634,267.5585737868423
