target_month,rmse,sse
2021-01-01,1.9075382263433147,4562.932414541093
2021-02-01,2.0394951816835594,5216.063907522509
2021-03-01,1.8143138231550082,4127.835249709744
2021-04-01,1.9819456165003275,4925.8479671631385
2021-05-01,1.9867242349595535,4949.629774962632
2021-06-01,1.6659574164602087,3480.3692982773014
2021-07-01,1.554667295736131,3030.905962141094
2021-08-01,1.3355456519118238,2236.7374641790857
2021-09-01,1.2933468468324782,2097.623567029238
2021-10-01,1.5207439594582013,2900.0783865466738
2021-11-01,1.8917076980911829,4487.511750831873
2021-12-01,2.3438886759763005,6889.242913213898
2022-01-01,1.61505628074192,3270.9421146147597
2022-02-01,1.857094663736556,4324.795939958805
2022-03-01,2.7673592068172144,9603.479332363226
2022-04-01,1.8141651476213192,4127.158759286229
2022-05-01,1.6939061124633708,3598.124668972325
2022-06-01,1.6940661924196347,3598.8047714311447
2022-07-01,1.4567078311944988,2660.985122651079
2022-08-01,1.0949070269121772,1503.3220325674058
2022-09-01,1.5197243446151316,2896.1908528543277
2022-10-01,1.4278834904526603,2556.71948293332
2022-11-01,2.4717377539226177,7661.2973553046995
2022-12-01,1.6654060286907193,3478.0658594608385
