month,lat,lon,observed,predicted,squared_error
2015-07-01,4.0,-90.0,37.0121,12.459484,602.8309583058726
2015-12-01,2.0,-90.0,25.470734,4.7296653,430.19191684650855
2016-05-01,6.0,-84.0,32.9113,12.829297,403.28686832713083
2015-01-01,-12.0,-74.0,29.960632,10.194474,390.70100619006644
2016-01-01,-12.0,-44.0,20.175934,3.7243922,270.6532230636349
2016-03-01,2.0,-28.0,26.018143,9.684209,266.7973943713523
2016-04-01,-4.0,-34.0,23.5672,8.6186905,223.45792779006297
2015-05-01,6.0,-32.0,18.188477,3.4238298,217.99479420064296
2015-08-01,6.0,-82.0,30.406952,16.105314,204.5368394586294
2015-12-01,2.0,-84.0,20.044327,5.8556023,201.31990344265068
2016-03-01,-2.0,-50.0,23.633957,9.926345,187.89862777496546
2016-03-01,8.0,-72.0,23.675919,10.0954685,184.4286237773813
2016-01-01,-12.0,-40.0,15.4953,1.946473,183.57072094874525
2016-05-01,-50.0,-74.0,1.1425018,14.576262,180.46592501356008
2015-10-01,8.0,-88.0,24.61052,11.3193245,176.65586228902976
2015-01-01,2.0,-32.0,24.360657,11.353336,169.1903840936866
2016-03-01,-6.0,-90.0,19.407272,6.4840503,167.0096685405772
2015-06-01,4.0,-32.0,20.76912,7.9515457,164.29019164206693
2016-04-01,-34.0,-70.0,14.976501,2.2639625,161.60864674839155
2015-12-01,2.0,-86.0,17.902374,5.323734,158.2221958463017
2015-01-01,2.0,-36.0,23.68164,11.268612,154.08328193008492
2015-06-01,4.0,-90.0,23.176193,10.86599,151.54111149773235
2015-04-01,-2.0,-80.0,20.841599,8.903321,142.52246356816704
2015-01-01,2.0,-34.0,23.55194,11.779658,138.58663762374727
2016-04-01,-32.0,-58.0,15.384674,3.632547,138.1124930330791
2016-01-01,-50.0,-74.0,9.4947815,21.057726,133.7016834803544
2015-07-01,-26.0,-54.0,16.126633,4.630188,132.16824078955688
2016-03-01,-2.0,-56.0,20.89119,9.4121,131.76950118868626
2016-03-01,2.0,-42.0,20.72525,9.308598,130.33995840304124
2016-03-01,2.0,-38.0,21.70372,10.531071,124.82809424762672
