month,lat,lon,observed,predicted,squared_error
2022-06-01,7.0,-82.0,41.27884,15.293691,675.2279389224068
2022-03-01,0.0,-48.0,36.1166,14.057946,486.5842088571526
2022-03-01,1.0,-48.0,34.226418,12.39388,476.65970028504034
2022-03-01,1.0,-45.0,32.07779,11.606845,419.059564816308
2022-10-01,3.0,-77.0,34.772873,55.00097,409.175868121034
2022-03-01,2.0,-46.0,29.84047,10.222024,384.88339977244414
2022-03-01,2.0,-45.0,28.925896,9.534,376.04560310080706
2022-04-01,3.0,-78.0,39.125443,19.819399,372.72332044568975
2022-03-01,0.0,-42.0,29.129028,10.000997,365.8815978888242
2022-10-01,9.0,-84.0,49.776077,30.827736,359.03964065999025
2022-11-01,-18.0,-37.0,23.586273,4.6933575,356.94226461870494
2022-11-01,-19.0,-37.0,23.797989,4.968854,354.53632263019335
2022-03-01,1.0,-47.0,30.529976,11.934188,345.8033314158538
2022-03-01,0.0,-41.0,28.686523,10.092817,345.725907685297
2022-03-01,-1.0,-48.0,32.92179,14.3443985,345.11951500177383
2022-03-01,1.0,-40.0,29.460907,10.988447,341.23177080735695
2022-03-01,0.0,-50.0,34.35421,16.403852,322.21533212086433
2022-10-01,7.0,-78.0,38.47885,20.709435,315.75217373488704
2022-11-01,6.0,-40.0,31.349182,13.883274,305.057944029817
2022-09-01,6.0,-90.0,31.570435,14.29784,298.3425190999551
2022-11-01,-20.0,-38.0,22.846222,5.579558,298.1376866616213
2022-03-01,1.0,-46.0,29.314041,12.331283,288.41408701770797
2022-11-01,-19.0,-38.0,22.117615,5.2616773,284.12262836090326
2022-06-01,8.0,-84.0,30.519485,13.696713,283.00565864085456
2022-02-01,5.0,-53.0,23.513794,6.908008,275.75212358680096
2022-07-01,7.0,-77.0,36.203384,19.860723,267.08256542086383
2022-03-01,0.0,-26.0,21.777153,5.5192986,264.3178316968406
2022-02-01,4.0,-28.0,23.387909,7.1464386,263.7853587048594
2022-03-01,-1.0,-32.0,23.330688,7.256067,258.3934620714956
2022-03-01,1.0,-29.0,24.479866,8.6428585,250.81080727035078
