lon,rmse
-90.0,2.295756463633945
-88.0,1.7631346329826743
-86.0,1.4390653626579415
-84.0,1.668262859365083
-82.0,1.3599537412651597
-80.0,1.518486919169827
-78.0,1.757612241248108
-76.0,1.4614056860984592
-74.0,2.316036826972737
-72.0,1.9487130368872791
-70.0,1.529321682554883
-68.0,1.4940954712808054
-66.0,1.3749220746340187
-64.0,1.396236990579212
-62.0,1.4518644610799385
-60.0,1.7415658133060246
-58.0,1.915583028569906
-56.0,2.1825837563459327
-54.0,2.124785340651939
-52.0,2.00560630163175
-50.0,2.1964688094728886
-48.0,2.045657348359882
-46.0,2.1226230328738547
-44.0,2.1583082101248197
-42.0,2.117394625863226
-40.0,2.0481635270521577
-38.0,2.0236083241556284
-36.0,1.8758356807390941
-34.0,1.939676840505657
-32.0,1.946890228514917
-30.0,1.727601654940845
-28.0,1.8543144025911296
-26.0,1.570144017958345
