lon,rmse
-90.0,2.3007379250004765
-88.0,1.7915975163611495
-86.0,1.4504375178033184
-84.0,1.6685439287197
-82.0,1.3492649871159585
-80.0,1.504032336517666
-78.0,1.7699554451441895
-76.0,1.4579954557612322
-74.0,2.322162917095069
-72.0,1.9596287436377646
-70.0,1.5410295580804845
-68.0,1.4977205691717363
-66.0,1.3711601786842813
-64.0,1.3852427363434612
-62.0,1.452471852206428
-60.0,1.7441181477477785
-58.0,1.9186008565523007
-56.0,2.1858512223864777
-54.0,2.1228388188344445
-52.0,1.9852802572100763
-50.0,2.1910628002173675
-48.0,2.069147611646394
-46.0,2.127899028523642
-44.0,2.1622274250256512
-42.0,2.133563356061566
-40.0,2.0549479891880265
-38.0,2.0119484650533086
-36.0,1.8659633796102884
-34.0,1.9375454555360594
-32.0,1.9544284729038235
-30.0,1.7397821453280768
-28.0,1.8431725415095188
-26.0,1.5708963412265697
