target_month,rmse,sse
2015-01-01,2.1652346599750025,5879.054380477359
2015-02-01,1.4839452636202366,2761.4253059578505
2015-03-01,1.6569863339098752,3442.987053298167
2015-04-01,1.5631999387211672,3064.266936715998
2015-05-01,1.9298725875267764,4670.4078879254685
2015-06-01,1.673826138000165,3513.3242010766953
2015-07-01,1.848039309365249,4282.722608354819
2015-08-01,1.6339872495591914,3348.072571979402
2015-09-01,1.6342026602920572,3348.955391971669
2015-10-01,1.5360689905227256,2958.822961331464
2015-11-01,1.6036795575005351,3225.0223064239713
2015-12-01,2.096899367562445,5513.821644935463
2016-01-01,2.4599352050615924,7588.306641229178
2016-02-01,1.692296292513499,3591.2888940352873
2016-03-01,2.0767764460541374,5408.502510234109
2016-04-01,2.130658567064575,5692.791235474708
2016-05-01,1.9645234485656586,4839.627884475242
