target_month,rmse,sse
2015-01-01,2.160300922719281,5852.292696184028
2015-02-01,1.4916259865727672,2790.0848971092532
2015-03-01,1.6537311013244713,3429.4725005817627
2015-04-01,1.5592799532973003,3048.917881834558
2015-05-01,1.9271554670830553,4657.2659556623685
2015-06-01,1.6614237317130192,3461.4523356392147
2015-07-01,1.859316077265345,4335.148569072448
2015-08-01,1.638476942220469,3366.4967894959254
2015-09-01,1.6362929041876746,3357.527903241848
2015-10-01,1.5272418397188108,2924.914416782573
2015-11-01,1.5945574581575659,3188.437313156861
2015-12-01,2.107468623617237,5569.545695412038
2016-01-01,2.442070608418495,7478.4909060528535
2016-02-01,1.700205953363239,3624.938155950157
2016-03-01,2.096724171251325,5512.900321888183
2016-04-01,2.136368098803172,5723.342091594184
2016-05-01,1.9681197079551291,4857.362961791094
