month,lat,lon,observed,predicted,squared_error
2022-03-01,0.0,-48.0,36.1166,14.5567255,464.82818994799254
2022-03-01,2.0,-46.0,29.84047,10.56245,371.64201469115505
2022-03-01,0.0,-42.0,29.129028,10.329785,353.4115363702085
2022-02-01,4.0,-28.0,23.387909,5.7241693,312.00769952675023
2022-03-01,0.0,-50.0,34.35421,16.941994,303.1852725262288
2022-11-01,-20.0,-38.0,22.846222,5.459405,302.3014046422768
2022-09-01,6.0,-90.0,31.570435,14.481608,292.02798019331476
2022-11-01,6.0,-40.0,31.349182,14.31642,290.11499931704384
2022-06-01,8.0,-84.0,30.519485,14.152054,267.8928185105324
2022-03-01,0.0,-40.0,25.30384,9.0387945,264.5517252756408
2021-12-01,4.0,-78.0,40.28511,24.090872,262.2533658651264
2021-05-01,4.0,-48.0,30.021667,13.900496,259.89218508318663
2022-03-01,0.0,-26.0,21.777153,6.32334,238.8203385885447
2022-03-01,-2.0,-52.0,26.824951,11.558684,233.0589027053802
2022-11-01,6.0,-44.0,25.52414,10.34199,230.49764623626197
2022-03-01,0.0,-46.0,27.86827,12.687559,230.45400912169498
2021-02-01,-24.0,-38.0,19.005775,4.0898614,222.48449220608586
2021-06-01,4.0,-36.0,24.913788,10.214561,216.06725615268806
2022-11-01,6.0,-42.0,26.49498,12.054123,208.53834897652268
2021-11-01,-16.0,-36.0,16.775131,2.7219825,197.4909896909869
2022-10-01,6.0,-78.0,36.169052,22.395334,189.71530424469165
2021-05-01,2.0,-32.0,24.709702,11.073592,185.94347826275134
2022-03-01,2.0,-48.0,24.837494,11.242415,184.82615855985296
2021-03-01,-4.0,-90.0,18.3115,5.179759,172.4426354463876
2022-03-01,-12.0,-74.0,26.860237,13.791838,170.783063644285
2021-06-01,4.0,-82.0,21.102905,8.035327,170.761603037864
2022-03-01,2.0,-36.0,22.335052,9.396434,167.40785282820525
2022-11-01,-18.0,-36.0,17.22908,4.317674,166.70440593469743
2021-12-01,-8.0,-56.0,21.88301,8.984768,166.36467120856105
2022-06-01,8.0,-86.0,25.100708,12.318398,163.3874369760897
