target_month,rmse,sse
2022-01-01,1.8766269130543562,17664.990511132408
2022-02-01,1.843312914908044,17043.377351370218
2022-03-01,2.4141748848516382,29234.45371923648
2022-04-01,1.8650126352011873,17447.013001371746
2022-05-01,1.6825171253628635,14199.613207730798
2022-06-01,1.769553821458502,15706.704766824556
2022-07-01,1.4479071226638396,10515.718139877166
2022-08-01,1.2624218279190436,7994.043699978
2022-09-01,1.4573535458510563,10653.378857744909
2022-10-01,1.5519222195737263,12080.848279242915
2022-11-01,2.3975962739038734,28834.314949470892
2022-12-01,1.8503601876717803,17173.94544578966
