lon,rmse
-90.0,1.6785178264876202
-88.0,1.6212483792283123
-86.0,1.5415298369588053
-84.0,1.499517101616373
-82.0,1.3481644552674348
-80.0,1.3756928337330583
-78.0,1.8357058632517147
-76.0,1.2936604934182903
-74.0,1.808658620141361
-72.0,1.6429023895150894
-70.0,1.2427625804818287
-68.0,1.4121349922861757
-66.0,1.3960106875715763
-64.0,1.5526332685071955
-62.0,1.6715517584461037
-60.0,1.7060747252133575
-58.0,1.7930184728386434
-56.0,2.0489841289643005
-54.0,1.9861863377864695
-52.0,1.9734872155136693
-50.0,2.118138314191394
-48.0,2.20379605428321
-46.0,2.064272217628499
-44.0,1.9413930080742856
-42.0,2.188120272913352
-40.0,2.2307398107884904
-38.0,2.162788732717662
-36.0,2.1809845290812
-34.0,2.039315027169674
-32.0,1.960746168273011
-30.0,1.7487587243745417
-28.0,1.8880226986117956
-26.0,1.665930983008284
