lon,rmse
-90.0,2.2904590094965114
-88.0,1.7770993644312512
-86.0,1.4386265182620313
-84.0,1.6781635268805357
-82.0,1.354290701416949
-80.0,1.504178963108954
-78.0,1.7673310842338406
-76.0,1.455830801486043
-74.0,2.30937844767241
-72.0,1.958969171144686
-70.0,1.539576497433812
-68.0,1.4937560893716917
-66.0,1.3632340270763972
-64.0,1.3876840727089514
-62.0,1.457214010642554
-60.0,1.7480467040663983
-58.0,1.9154188767431886
-56.0,2.1764438355042532
-54.0,2.1206761898832642
-52.0,2.0021688384223673
-50.0,2.1947885129922486
-48.0,2.0437892551797656
-46.0,2.123999678569283
-44.0,2.169954583248434
-42.0,2.1315704376439126
-40.0,2.0549952647388228
-38.0,2.0168043895836947
-36.0,1.8866237233134158
-34.0,1.9460190396906114
-32.0,1.9687346479590975
-30.0,1.7525630374360617
-28.0,1.8604651759456299
-26.0,1.5705819550824274
