lon,rmse
-90.0,1.6681909044266425
-88.0,1.619030326116704
-86.0,1.563467091597318
-84.0,1.4939243656549697
-82.0,1.3525579776073575
-80.0,1.3958674564639433
-78.0,1.8300926802802815
-76.0,1.2963547538308025
-74.0,1.8043846217750381
-72.0,1.6366864583959846
-70.0,1.2427597638859917
-68.0,1.4163912610926674
-66.0,1.4059218998370209
-64.0,1.5681590885276868
-62.0,1.6790862042069126
-60.0,1.7069375730149137
-58.0,1.8036231501329396
-56.0,2.059261874436648
-54.0,1.9930399664144767
-52.0,1.9740112095310616
-50.0,2.1038530374811844
-48.0,2.1960741634233676
-46.0,2.0631116848826974
-44.0,1.9400745287233299
-42.0,2.1810085981239955
-40.0,2.220683183186744
-38.0,2.1500444678628603
-36.0,2.17113680950853
-34.0,2.025373611307375
-32.0,1.9458797517576307
-30.0,1.754310831408097
-28.0,1.8944522481696
-26.0,1.6651901059109528
