target_month,rmse,sse
2015-01-01,2.196792405096771,6051.674676347933
2015-02-01,1.4962933381336037,2807.572767193725
2015-03-01,1.6661863979260456,3481.3260992427486
2015-04-01,1.584022387997225,3146.4451647982455
2015-05-01,1.9178363969036716,4612.332942391726
2015-06-01,1.670452295354253,3499.1752323020837
2015-07-01,1.8697096561163165,4383.751004510942
2015-08-01,1.636890810991875,3359.9820549954857
2015-09-01,1.6352143602902893,3353.1032091408733
2015-10-01,1.5406570651514357,2976.524737270898
2015-11-01,1.630018554077318,3331.828450241933
2015-12-01,2.0502226544865714,5271.079817944334
2016-01-01,2.4405083790695974,7468.925759979376
2016-02-01,1.6917902984932078,3589.141635250974
2016-03-01,2.1235045277763525,5654.626435276284
2016-04-01,2.1423838685493255,5755.620034836349
2016-05-01,1.9509538566022053,4773.001072041137
