month,lat,lon,observed,predicted,squared_error
2015-07-01,4.0,-90.0,37.0121,11.302483,660.9844378964626
2015-12-01,2.0,-90.0,25.470734,4.5979986,435.6710673611824
2016-05-01,6.0,-84.0,32.9113,12.173617,430.05150849364236
2015-01-01,-12.0,-74.0,29.960632,9.453289,420.5511289056303
2016-03-01,2.0,-28.0,26.018143,7.8384523,330.50114162267073
2016-01-01,-12.0,-44.0,20.175934,3.267139,285.90734429098325
2015-08-01,6.0,-82.0,30.406952,14.07531,266.7225353443646
2016-03-01,-2.0,-50.0,23.633957,7.8181167,250.1408026330048
2016-04-01,-4.0,-34.0,23.5672,8.2689295,234.03707189318175
2016-03-01,8.0,-72.0,23.675919,8.493818,230.496169398426
2015-10-01,8.0,-88.0,24.61052,10.164528,208.6866708836169
2016-03-01,2.0,-40.0,22.350311,8.25215,198.7581632456895
2015-06-01,4.0,-32.0,20.76912,6.887395,192.7022711405234
2016-01-01,-12.0,-40.0,15.4953,1.9653884,183.05851536487876
2016-03-01,2.0,-38.0,21.70372,8.219334,181.8286777736066
2016-03-01,2.0,-42.0,20.72525,7.24271,181.77888837365026
2015-12-01,2.0,-84.0,20.044327,6.761313,176.43845615953092
2016-05-01,6.0,-36.0,23.220062,10.406314,164.1921470252064
2016-05-01,-50.0,-74.0,1.1425018,13.943083,163.8548733844109
2015-12-01,2.0,-86.0,17.902374,5.1682453,162.15804016683614
2015-03-01,4.0,-90.0,19.292831,6.8242097,155.4665278658888
2016-03-01,-2.0,-56.0,20.89119,8.664344,149.49575678086057
2015-01-01,2.0,-36.0,23.68164,11.550833,147.15649973866311
2015-01-01,2.0,-32.0,24.360657,12.307679,145.27426810888664
2015-05-01,2.0,-56.0,19.870758,7.8322496,144.92568486337495
2016-01-01,-16.0,-50.0,20.715714,8.689559,144.62839249387707
2015-10-01,6.0,-90.0,28.650284,16.761312,141.34763925549123
2016-03-01,0.0,-54.0,16.422272,4.5335045,141.34278654471564
2016-04-01,-34.0,-70.0,14.976501,3.2530048,137.44037430025634
2016-05-01,4.0,-32.0,23.788452,12.076481,137.17027133285592
