lon,rmse
-90.0,1.6519731759997316
-89.0,1.529299894063806
-88.0,1.6085577211344104
-87.0,1.5098093038305416
-86.0,1.6120569693258524
-85.0,1.5270333555877629
-84.0,1.789859982230845
-83.0,1.5006953236265423
-82.0,1.5964519801598271
-81.0,1.3148461200451107
-80.0,1.4507469448784673
-79.0,2.060458699436027
-78.0,2.1004569267723108
-77.0,2.0354835050234024
-76.0,1.2383871993428048
-75.0,1.5139966828919524
-74.0,1.7393770242825668
-73.0,1.7902048279002925
-72.0,1.7865700292340987
-71.0,1.650605604536078
-70.0,1.2238318851974526
-69.0,1.2664868059686674
-68.0,1.4152566544184537
-67.0,1.470373819243854
-66.0,1.6014042707121767
-65.0,1.611723341747687
-64.0,1.5903446810105444
-63.0,1.5706427322849938
-62.0,1.7211332657580776
-61.0,1.824310058605611
-60.0,1.727130649212278
-59.0,1.7694653836297622
-58.0,1.8768246783009623
-57.0,1.9642315691595549
-56.0,2.019326667665528
-55.0,2.0216124550352466
-54.0,2.0808881796777468
-53.0,2.14750096324231
-52.0,2.136894140736272
-51.0,2.160980560881926
-50.0,2.2642225115503822
-49.0,2.4930601339608467
-48.0,2.458804874292814
-47.0,2.3119910686445357
-46.0,2.2669941503039586
-45.0,2.2742807922480806
-44.0,2.177530406918
-43.0,2.26925321463074
-42.0,2.383058840319293
-41.0,2.34131593368177
-40.0,2.390750646514963
-39.0,2.3291198754155205
-38.0,2.2122041094108513
-37.0,2.2937875473715725
-36.0,2.24668182115111
-35.0,2.0738046590573243
-34.0,1.989588893044278
-33.0,1.9547599616218925
-32.0,2.0363097738555123
-31.0,1.9396690675417547
-30.0,1.7316038532625542
-29.0,1.757601842459054
-28.0,1.7918262197822041
-27.0,1.6678576305989359
-26.0,1.6589061278004635
-25.0,1.5613349392853886
