month,lat,lon,observed,predicted,squared_error
2022-10-01,3.0,-77.0,34.772873,60.68916,671.6539043176599
2022-06-01,7.0,-82.0,41.27884,15.539394,662.5190151459683
2022-03-01,1.0,-48.0,34.226418,15.237781,360.5683339981997
2022-09-01,4.0,-77.0,20.299911,38.985928,349.1671970453026
2022-03-01,2.0,-46.0,29.84047,11.483713,336.97049856538433
2022-03-01,2.0,-45.0,28.925896,10.856962,326.48635735540665
2022-11-01,-19.0,-37.0,23.797989,6.036214,315.480651746876
2022-03-01,0.0,-48.0,36.1166,18.519104,309.67186662141467
2022-04-01,3.0,-78.0,39.125443,21.825613,299.2841001419911
2022-11-01,-18.0,-37.0,23.586273,6.800462,281.76346517066213
2022-03-01,0.0,-42.0,29.129028,12.433406,278.7438087976998
2022-11-01,6.0,-40.0,31.349182,14.788386,274.25995699923897
2022-03-01,1.0,-45.0,32.07779,15.5643635,272.69323254470146
2022-11-01,-20.0,-38.0,22.846222,6.344168,272.31777755997086
2022-10-01,9.0,-84.0,49.776077,33.30044,271.4465660700953
2022-03-01,0.0,-41.0,28.686523,12.239305,270.5110093786798
2022-10-01,3.0,-78.0,15.40947,31.8489,270.2548665111535
2022-05-01,1.0,-49.0,32.37915,15.995407,268.427044065902
2022-09-01,6.0,-90.0,31.570435,15.579172,255.72047429424492
2022-11-01,-19.0,-38.0,22.117615,6.2276525,252.49089860143522
2022-05-01,1.0,-48.0,30.81894,15.006773,250.02460037882338
2022-06-01,8.0,-84.0,30.519485,14.735627,249.13018281097266
2022-03-01,1.0,-47.0,30.529976,14.804799,247.28118574407654
2022-02-01,-2.0,-79.0,26.973724,42.667088,246.28164820374514
2022-03-01,-1.0,-48.0,32.92179,17.258615,245.3350693403081
2022-02-01,5.0,-53.0,23.513794,7.8971887,243.87836052847547
2022-03-01,0.0,-50.0,34.35421,18.746655,243.5957852333231
2022-02-01,4.0,-28.0,23.387909,8.052153,235.18542135064854
2022-11-01,3.0,-77.0,34.79004,50.106842,234.60445348266512
2022-03-01,1.0,-40.0,29.460907,14.210732,232.5678229636551
