lon,rmse
-90.0,2.3306888937408363
-88.0,1.7680471551465677
-86.0,1.445545914861173
-84.0,1.6711015158647273
-82.0,1.4067471746144038
-80.0,1.5304952182414635
-78.0,1.8154175751412518
-76.0,1.4911338607050093
-74.0,2.35112843073471
-72.0,1.9538762179038354
-70.0,1.5438296049680387
-68.0,1.5096871896522004
-66.0,1.3776277458182073
-64.0,1.4083471745101754
-62.0,1.4544144457766892
-60.0,1.7408722209402248
-58.0,1.9189241077824366
-56.0,2.1710400106759558
-54.0,2.123605828080844
-52.0,2.0065403879287422
-50.0,2.2045677320619435
-48.0,2.0465256667596434
-46.0,2.1149356431967363
-44.0,2.157430739438156
-42.0,2.1238228924782288
-40.0,2.0528453321702433
-38.0,2.033820344212222
-36.0,1.887111773930906
-34.0,1.9358472861041547
-32.0,1.9561962038877807
-30.0,1.7282391819089322
-28.0,1.8503070090625804
-26.0,1.5544571913498184
