lat,rmse
-60.0,0.6223004484310419
-58.0,0.5937307070776953
-56.0,0.7329825871028851
-54.0,0.8518952765681512
-52.0,1.0761021240962068
-50.0,1.4022408067168886
-48.0,1.2639521033155408
-46.0,1.2018007437726281
-44.0,1.2786977859950313
-42.0,1.3933090754214412
-40.0,1.3515346016396257
-38.0,1.410958923794574
-36.0,1.6473635102753301
-34.0,1.9345844883067274
-32.0,2.0237245832667883
-30.0,1.8768032911515176
-28.0,1.8840886613731795
-26.0,1.7340939889173028
-24.0,1.682954874551815
-22.0,1.5857168528767993
-20.0,1.5231674624183822
-18.0,1.5481115816974764
-16.0,1.8695308158493715
-14.0,1.794835318718312
-12.0,2.186161904414191
-10.0,1.7807274188565403
-8.0,1.7855472282171567
-6.0,1.9729229600893858
-4.0,2.103977827557111
-2.0,2.389024751951624
0.0,2.2461144537519138
2.0,3.607362869028315
4.0,3.5105853823651785
6.0,3.2643209163863154
8.0,2.417128645467943
10.0,1.8490833301258744
12.0,1.3167398049700711
14.0,1.1766513577271511
