lat,rmse
-60.0,0.6104598109332413
-58.0,0.5853396663945798
-56.0,0.7322980457194282
-54.0,0.8594445327785998
-52.0,1.0611042359618408
-50.0,1.4212690972932307
-48.0,1.2669909964002788
-46.0,1.212609279657357
-44.0,1.2653580456690285
-42.0,1.4076746721097926
-40.0,1.345721092499618
-38.0,1.4090081953742262
-36.0,1.6517335463464349
-34.0,1.9462354980165872
-32.0,2.0536081963208908
-30.0,1.900227378284179
-28.0,1.8997424306250215
-26.0,1.7603107497909773
-24.0,1.6941943456993571
-22.0,1.5794303869540847
-20.0,1.5208146363041508
-18.0,1.5751850593256094
-16.0,1.8804571247508386
-14.0,1.7874743539281357
-12.0,2.14427977638367
-10.0,1.7625157619197223
-8.0,1.7510619145358608
-6.0,1.9650863908647773
-4.0,2.1257761216375743
-2.0,2.438522997010057
0.0,2.2451958941006653
2.0,3.5241705946235804
4.0,3.5043747098157914
6.0,3.234732790391748
8.0,2.3910975721615704
10.0,1.8355132554828095
12.0,1.3114904209238842
14.0,1.1845249088759802
